ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0007264,small GTPase-mediated signal transduction,42/487,491/18986,0.0855397148676171,3.33481935621474,8.504768927710106,8.733463059467475e-12,3.854950594448944e-08,3.106354913467432e-08,RASGRF2/FGD4/TAGAP/KITLG/SRGAP2/SYNJ2BP/CADM4/SPRY4/ARHGAP32/DOCK10/ARHGAP33/CDC42SE2/RALGAPA2/USP8/ADRA2A/ARHGAP15/SPRY3/RHOC/RAB4B/GIT2/RALGAPB/ARHGEF1/SYNPO2L/AKAP13/TIAM2/RRAS/IGF1/DOCK9/NUP62/PHACTR4/RTN4R/ARHGAP20/KALRN/RHOJ/RASGRP4/RAPGEF2/DOCK4/ABCA1/ECT2/ARHGAP31/COL1A2/KIF14,42
GO:0051056,regulation of small GTPase mediated signal transduction,29/487,300/18986,0.09666666666666666,3.7686105407255304,7.842598433184672,9.942711237271087e-10,2.194356370065729e-06,1.7682326984599477e-06,RASGRF2/FGD4/TAGAP/KITLG/SRGAP2/CADM4/SPRY4/ARHGAP32/DOCK10/CDC42SE2/RALGAPA2/ARHGAP15/SPRY3/GIT2/RALGAPB/ARHGEF1/SYNPO2L/AKAP13/TIAM2/IGF1/DOCK9/NUP62/RTN4R/ARHGAP20/KALRN/ABCA1/ECT2/ARHGAP31/KIF14,29
GO:0042391,regulation of membrane potential,36/487,466/18986,0.07725321888412018,3.0117651206035028,7.134201911357392,4.474018301519982e-09,6.582772260969733e-06,5.30445889152141e-06,NLGN3/SCN4B/CNTNAP1/NTRK2/TMEM25/GABRG1/GRIK4/MYH14/PPP2R3C/SLC8A1/KCNH1/NETO1/SCN2A/NRXN1/POPDC2/GRIN2A/TRDN/ARRB2/ACTN2/KCNV1/NLGN1/GNA14/GCLM/KCNE3/GRIA4/RIMS1/FGF12/ATP1A1/GNAQ/GJA5/USP53/KCNS2/CHRNA3/PTEN/GLRB/KCNH8,36
GO:0007416,synapse assembly,26/487,269/18986,0.09665427509293681,3.7681274474630357,7.418904088950631,7.422834396058524e-09,8.19109775605058e-06,6.600462480074145e-06,NLGN3/NTRK2/SRGAP2/SLITRK2/DOCK10/ARHGAP33/MAP1B/GABRG1/CYFIP2/NRXN1/PCDHB13/GPC4/SLITRK1/PCDH17/NLGN1/CTNNB1/PTPN1/RTN4R/PLXNA2/WNT5A/SLITRK4/EFNA5/CBLN4/DOCK4/PTEN/MARK1,26
GO:0051963,regulation of synapse assembly,20/487,168/18986,0.11904761904761904,4.641145986115185,7.691333722744183,1.2565913658703237e-08,1.1093188577903217e-05,8.93899415847542e-06,NLGN3/NTRK2/SRGAP2/SLITRK2/DOCK10/ARHGAP33/MAP1B/CYFIP2/NRXN1/GPC4/SLITRK1/NLGN1/CTNNB1/PTPN1/RTN4R/WNT5A/SLITRK4/EFNA5/DOCK4/MARK1,20
GO:0070371,ERK1 and ERK2 cascade,28/487,319/18986,0.0877742946708464,3.4219358493237984,7.078094694912355,1.6395427226489995e-08,1.2061569296287805e-05,9.719324315492928e-06,SYNJ2BP/SPRY4/TRAF7/AKAP12/PTPN2/CNKSR3/MAPK1/SPRY3/NRXN1/SLAMF1/SMAD4/PDE8B/PTPRC/ARRB2/EPHA4/RRAS/IGF1/WNK4/SPRED2/PTPN1/MAP2K7/FAM83D/PDGFC/CXCL17/RAPGEF2/PSCA/TIRAP/GRB10,28
GO:0099172,presynapse organization,12/487,60/18986,0.2,7.797125256673512,8.55592828287504,3.2436146045514846e-08,2.045330694927179e-05,1.6481464283878897e-05,NLGN3/SLITRK2/NRXN1/GPC4/SLITRK1/PCDH17/NLGN1/WNT5A/SLITRK4/CLASP2/PTEN/CACNA2D3,12
GO:0050807,regulation of synapse organization,27/487,312/18986,0.08653846153846154,3.3737561206760383,6.859467021813122,3.986222686339695e-08,2.1993983671879266e-05,1.7722955864660302e-05,NLGN3/CNTNAP1/NTRK2/SRGAP2/SLITRK2/DOCK10/ARHGAP33/MAP1B/CYFIP2/DBN1/NRXN1/GPC4/SLITRK1/NRP2/EPHA4/NEFL/NLGN1/CTNNB1/PTPN1/RTN4R/WNT5A/SLITRK4/DLGAP4/EFNA5/DOCK4/CACNA2D3/MARK1,27
GO:0060828,regulation of canonical Wnt signaling pathway,25/487,276/18986,0.09057971014492754,3.531306728565902,6.873185670351637,5.2518369349875915e-08,2.5757342478928034e-05,2.0755505267044526e-05,STK4/TLE3/RSPO2/SEMA5A/USP8/LZTS2/SFRP2/SMAD4/CTNND1/CTNNB1/GPRC5B/WNT5A/USP34/CSNK1G3/UBR5/FUZ/SHISA6/FGF9/GNAQ/LATS2/SCEL/BICC1/RBPJ/TMEM170B/TMEM64,25
GO:0050803,regulation of synapse structure or activity,27/487,318/18986,0.08490566037735849,3.3101003448142263,6.7404852700591835,5.912987813314589e-08,2.6099928207970594e-05,2.1031564022305263e-05,NLGN3/CNTNAP1/NTRK2/SRGAP2/SLITRK2/DOCK10/ARHGAP33/MAP1B/CYFIP2/DBN1/NRXN1/GPC4/SLITRK1/NRP2/EPHA4/NEFL/NLGN1/CTNNB1/PTPN1/RTN4R/WNT5A/SLITRK4/DLGAP4/EFNA5/DOCK4/CACNA2D3/MARK1,27
GO:0042327,positive regulation of phosphorylation,34/487,479/18986,0.0709812108559499,2.7672469595709748,6.3561281180939115,9.602008013343243e-08,3.853023942808825e-05,3.104802399721227e-05,STK4/NTRK2/IL31RA/ERN1/FNIP1/KITLG/PDE5A/IL15/MAPK1/ADRA2A/PRKAG2/PPP2CA/SFRP2/PELI2/PTPRC/ARRB2/EPHA4/IGF1/DDR2/PTPN1/MAP2K7/PRLR/GPRC5B/LMO4/WNT5A/LCP2/RAPGEF2/EFNA5/ECT2/GRB10/WEE2/CHRNA3/TFRC/KIF14,34
