ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0016197,endosomal transport,24/180,294/18986,0.08163265306122448,8.610430839002266,12.866142585020311,7.041051895407135e-16,1.1315462646352254e-12,9.993138287144276e-13,WDR91/VPS11/RHOBTB3/CHMP4C/SNX2/TMEM87B/ANKRD27/EHD4/ANKRD50/SNX9/HOOK1/STX16/RAB10/ARL8B/TMEM50A/VTA1/ITSN2/ARL1/CMTM6/CHMP4A/VTI1B/VPS37A/CHMP5/ZDHHC2,24
GO:0006605,protein targeting,25/180,335/18986,0.07462686567164178,7.871475953565505,12.414084891862686,1.3699107320039048e-15,1.1315462646352254e-12,9.993138287144276e-13,ZFAND6/AP1M2/GOLPH3/VPS11/LONP2/NUP54/TIMM23/SGTB/TIMM8B/FIS1/SEC63/SPCS3/PEX1/SEC61A2/RAB3IP/SEC62/ZDHHC20/VPS13C/VPS13A/CHMP4A/TIMM17A/DNAJC19/ZDHHC21/VPS37A/ZDHHC2,25
GO:0048193,Golgi vesicle transport,22/180,308/18986,0.07142857142857142,7.534126984126984,11.310741589755123,1.904775682357777e-13,1.0488964757516825e-10,9.263224897360979e-11,BCAP29/GOLPH3/SURF4/SNX2/TMED10/RAB10/ARL8B/BBS1/SYS1/KIF13A/OSBPL5/IER3IP1/RAB3IP/EXOC8/TMED4/VPS13C/VPS13A/VTI1B/EXOC6/ERGIC1/TRAPPC1/ERGIC2,22
GO:0072594,establishment of protein localization to organelle,26/180,462/18986,0.05627705627705628,5.935978835978837,10.508003963450989,2.7884815276243883e-13,1.1516428709088724e-10,1.0170619466545797e-10,ZFAND6/GOLPH3/VPS11/TXNIP/LONP2/NUP54/TIMM23/RGPD4/SGTB/TIMM8B/FIS1/SEC63/SPCS3/PEX1/NUP188/RAB10/FAM53C/NUP155/SEC61A2/SEC62/VPS13C/VPS13A/CHMP4A/TIMM17A/DNAJC19/VPS37A,26
GO:0016050,vesicle organization,23/180,386/18986,0.05958549222797927,6.284945308002303,10.262921686560595,2.2919140989075654e-12,7.572484182790596e-10,6.687564086496601e-10,GOLPH3/VPS11/SNX10/CHMP4C/SURF4/VAMP8/TMED10/TBC1D4/ANKRD27/HOOK1/STX16/ARL8B/VTA1/RAB27A/KIF13A/EXOC8/HPS6/ZDHHC20/CHMP4A/VTI1B/VPS37A/TRAPPC1/CHMP5,23
GO:0098876,vesicle-mediated transport to the plasma membrane,15/180,157/18986,0.09554140127388536,10.077494692144374,11.173662246686108,2.577800902672751e-11,7.09754515202564e-09,6.268126405446374e-09,GOLPH3/ANKRD27/EHD4/ANKRD50/STX16/RAB10/BBS1/SYS1/KIF13A/OSBPL5/RAB3IP/EXOC8/CMTM6/EXOC6/ZDHHC2,15
GO:0007034,vacuolar transport,15/180,173/18986,0.08670520231213873,9.145472061657033,10.529399885695334,1.0350956188305359e-10,2.4428256604400645e-08,2.157357184509959e-08,SLC30A4/VPS11/CHMP4C/HOOK1/ARL8B/TMEM50A/VTA1/TMEM106B/KIF13A/VPS13C/VPS13A/CHMP4A/VTI1B/VPS37A/CHMP5,15
GO:0006892,post-Golgi vesicle-mediated transport,12/180,111/18986,0.10810810810810811,11.403003003003004,10.754000949850848,6.366795498045463e-10,1.314743270346388e-07,1.1611024421435542e-07,GOLPH3/RAB10/BBS1/SYS1/KIF13A/OSBPL5/RAB3IP/EXOC8/VPS13C/VPS13A/VTI1B/EXOC6,12
GO:0034067,protein localization to Golgi apparatus,8/180,34/18986,0.23529411764705882,24.81830065359477,13.599284049968944,8.214685022636734e-10,1.507851073043987e-07,1.3316436773537444e-07,GOLPH3/TMED10/SYS1/ARL1/PACS1/ARL5A/VPS13C/VPS13A,8
GO:0090150,establishment of protein localization to membrane,17/180,280/18986,0.060714285714285714,6.404007936507936,8.912465592818243,1.4881282899441946e-09,2.458387934987809e-07,2.1711008524870042e-07,GOLPH3/SGTB/TIMM8B/SEC63/RAB10/BBS1/SYS1/SEC61A2/KIF13A/RAB3IP/SEC62/ZDHHC20/CHMP4A/RILPL2/ZDHHC21/VPS37A/ZDHHC2,17
GO:0006893,Golgi to plasma membrane transport,9/180,66/18986,0.13636363636363635,14.383333333333333,10.65538224692517,1.177923721363772e-08,1.7690272615390467e-06,1.5622988304403714e-06,GOLPH3/RAB10/BBS1/SYS1/KIF13A/OSBPL5/RAB3IP/EXOC8/EXOC6,9
GO:0071985,multivesicular body sorting pathway,8/180,49/18986,0.16326530612244897,17.220861678004532,11.122686812588993,1.807701933575519e-08,2.488602995222298e-06,2.19778498239971e-06,RAB27B/CHMP4C/TMEM50A/VTA1/RAB27A/CHMP4A/VPS37A/CHMP5,8
GO:0071806,protein transmembrane transport,9/180,74/18986,0.12162162162162163,12.82837837837838,9.973915313808627,3.295955871568656e-08,4.0508941929527585e-06,3.5775069143829003e-06,LONP2/TIMM23/TMED10/SEC63/PEX1/SEC61A2/SEC62/TIMM17A/DNAJC19,9
GO:0007032,endosome organization,10/180,99/18986,0.10101010101010101,10.654320987654321,9.422175271313074,3.432961180468439e-08,4.0508941929527585e-06,3.5775069143829003e-06,VPS11/SNX10/CHMP4C/HOOK1/VTA1/RAB27A/EXOC8/CHMP4A/VPS37A/CHMP5,10
GO:0051656,establishment of organelle localization,20/180,488/18986,0.040983606557377046,4.322859744990892,7.275332917492948,4.218144780035745e-08,4.645583451079367e-06,4.102700817634767e-06,AP1M2/CHMP4C/VAMP8/ACTR10/TMED10/NMD3/SEH1L/SDAD1/FAM91A1/LIN7C/RAB27A/KIF13A/EXOC8/LRPPRC/MIS12/CHMP4A/EXOC6/TRAPPC1/CHMP5/TUBA1A,20
GO:0002181,cytoplasmic translation,12/180,165/18986,0.07272727272727272,7.671111111111111,8.420000868433457,5.850955694258797e-08,6.016441560044258e-06,5.313360521359337e-06,RPS24/RPS3A/RPS21/RPL34/RPL24/RPL30/RPS5/RPL22/RPS23/RPLP0/RPL35A/RPS12,12
