ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0010975,regulation of neuron projection development,29/347,452/18986,0.06415929203539823,3.5104562495218183,7.3704843643924445,5.168786429294126e-09,1.912967857481756e-05,1.5979711308249315e-05,STK24/NEFL/AMIGO1/DTNBP1/MARK1/NCS1/SEMA3F/NLGN1/STYXL1/CFL1/DDR2/BMPR2/EPHA4/SLC30A1/WNT5A/PTPRG/BMP7/ZFYVE27/DAB1/MEGF8/BAG5/KIF21A/PRKCI/MFSD2A/ROBO2/ABI2/RTN4RL1/MAP1B/PAK1,29
GO:0001667,ameboidal-type cell migration,20/347,241/18986,0.08298755186721991,4.540638788907888,7.547552728624756,2.0495840721203704e-08,3.792755325458745e-05,3.168225484114488e-05,NRP2/SGPL1/IRS2/PHACTR4/SEMA3F/APPL2/DDR2/BMPR2/WNT5A/ARHGAP5/RAB25/PTPRG/SMAD4/BMP7/DOCK5/MEGF8/KITLG/FERMT1/ROCK1/CORO1C,20
GO:0099173,postsynapse organization,19/347,246/18986,0.07723577235772358,4.22593191349781,6.948590067019183,1.4501090547164857e-07,0.0001788951203835238,0.00014943755416499364,NRP2/ACTG1/ACTB/NEFL/ENAH/DTNBP1/MARK1/SEMA3F/NLGN1/LGMN/CFL1/EPHA4/SLC30A1/NF1/WNT5A/ASAP1/NEDD9/ABI2/MAP1B,19
GO:0010631,epithelial cell migration,12/347,97/18986,0.12371134020618557,6.768828545114235,7.771909759509379,2.035142073676873e-07,0.00018093740273558896,0.00015114354636283926,IRS2/BMPR2/WNT5A/ARHGAP5/RAB25/PTPRG/SMAD4/DOCK5/KITLG/FERMT1/ROCK1/CORO1C,12
GO:0090132,epithelium migration,12/347,100/18986,0.12,6.565763688760806,7.614011078832862,2.8553417769773185e-07,0.00018093740273558896,0.00015114354636283926,IRS2/BMPR2/WNT5A/ARHGAP5/RAB25/PTPRG/SMAD4/DOCK5/KITLG/FERMT1/ROCK1/CORO1C,12
GO:0050807,regulation of synapse organization,21/347,312/18986,0.0673076923076923,3.682720017734427,6.5191759645191745,3.2544242057292046e-07,0.00018093740273558896,0.00015114354636283926,NRP2/LRFN5/NEFL/AMIGO1/DTNBP1/MARK1/SEMA3F/NLGN1/CFL1/EPHA4/SLC30A1/NF1/WNT5A/ASAP1/DAB1/NEDD9/ROBO2/ABI2/AMIGO2/MAP1B/ROCK1,21
GO:0007409,axonogenesis,26/347,459/18986,0.05664488017429194,3.0993074783547745,6.212102011443181,3.810951035333881e-07,0.00018093740273558896,0.00015114354636283926,NRP2/CREB1/ACTG1/ACTB/NEFL/AMIGO1/ENAH/CNTN4/PTCH1/NTN4/SEMA3F/BMPR2/EPHA4/WNT5A/UNC5D/SMAD4/BMP7/ZFYVE27/DAB1/MEGF8/TTC8/SPG21/KIF21A/ROBO2/MAP1B/PAK1,26
GO:0007264,small GTPase-mediated signal transduction,27/347,491/18986,0.054989816700611,3.0087511812040355,6.153163530730408,4.0567384914898594e-07,0.00018093740273558896,0.00015114354636283926,SYNJ2BP/RRAGC/COL1A2/RAPGEF6/SPRY3/PHACTR4/RAP2C/SIAH2/SPRY4/HACE1/CFL1/NF1/ARHGAP5/WAS/SIPA1L2/DAB1/DOCK5/KITLG/KRIT1/DLC1/MAPKAP1/ECT2/ABI2/SIPA1L3/RAB39B/ROCK1/RHOF,27
GO:0050803,regulation of synapse structure or activity,21/347,318/18986,0.0660377358490566,3.6132347343809474,6.412122636058109,4.4542013284754474e-07,0.00018093740273558896,0.00015114354636283926,NRP2/LRFN5/NEFL/AMIGO1/DTNBP1/MARK1/SEMA3F/NLGN1/CFL1/EPHA4/SLC30A1/NF1/WNT5A/ASAP1/DAB1/NEDD9/ROBO2/ABI2/AMIGO2/MAP1B/ROCK1,21
GO:0090130,tissue migration,12/347,105/18986,0.11428571428571428,6.253108275010292,7.364736954133018,4.888878755352309e-07,0.00018093740273558896,0.00015114354636283926,IRS2/BMPR2/WNT5A/ARHGAP5/RAB25/PTPRG/SMAD4/DOCK5/KITLG/FERMT1/ROCK1/CORO1C,12
