1.000000,0.235984,0.504043,0.397139,0.368619,0.384923,0.383654,0.360268,0.340021,0.422440,0.420514,0.348926,0.370839,0.361236,0.381865,0.390497,0.339251,0.309789,0.328463,0.372600,0.373234,0.336683,0.328698,0.368506,0.268437,0.575003
0.235984,1.000000,0.251199,0.271446,0.471959,0.285914,0.303003,0.286160,0.451216,0.292693,0.306416,0.370398,0.421738,0.436678,0.351729,0.341519,0.451822,0.602459,0.489202,0.422675,0.348114,0.461320,0.417942,0.449030,0.720854,0.290378
0.504043,0.251199,1.000000,0.442810,0.324047,0.460604,0.440775,0.493185,0.312854,0.508821,0.454745,0.332471,0.319337,0.378409,0.412757,0.409083,0.366849,0.295303,0.315165,0.316335,0.416887,0.306540,0.356194,0.372684,0.285295,0.584755
0.397139,0.271446,0.442810,1.000000,0.364367,0.872036,0.585785,0.616950,0.333664,0.527645,0.535109,0.408322,0.409715,0.453425,0.470123,0.544604,0.455122,0.293738,0.325683,0.410357,0.435531,0.372126,0.394343,0.435169,0.288410,0.461192
0.368619,0.471959,0.324047,0.364367,1.000000,0.389260,0.416879,0.396253,0.712496,0.434029,0.485979,0.594344,0.707688,0.618291,0.529828,0.523561,0.641374,0.644766,0.633170,0.721786,0.526567,0.603324,0.546657,0.640000,0.563341,0.397250
0.384923,0.285914,0.460604,0.872036,0.389260,1.000000,0.610634,0.693494,0.344814,0.574710,0.581291,0.443120,0.429964,0.489124,0.490329,0.606520,0.500883,0.305414,0.338873,0.430430,0.455041,0.376772,0.392085,0.475491,0.303660,0.503218
0.383654,0.303003,0.440775,0.585785,0.416879,0.610634,1.000000,0.803593,0.373134,0.751762,0.629242,0.502986,0.428355,0.483603,0.639081,0.555145,0.526907,0.323025,0.361535,0.432285,0.586812,0.380603,0.480331,0.461759,0.342729,0.454689
0.360268,0.286160,0.493185,0.616950,0.396253,0.693494,0.803593,1.000000,0.345603,0.709753,0.592545,0.499158,0.406625,0.471828,0.569675,0.570738,0.523927,0.315998,0.336504,0.406378,0.526671,0.362422,0.433051,0.455768,0.318532,0.487296
0.340021,0.451216,0.312854,0.333664,0.712496,0.344814,0.373134,0.345603,1.000000,0.374195,0.426248,0.539176,0.622368,0.539667,0.441329,0.461122,0.567614,0.581798,0.690162,0.617962,0.452813,0.612813,0.527044,0.542599,0.555685,0.365196
0.422440,0.292693,0.508821,0.527645,0.434029,0.574710,0.751762,0.709753,0.374195,1.000000,0.643145,0.496964,0.411845,0.469094,0.667996,0.554463,0.522646,0.342630,0.352533,0.414986,0.612950,0.366758,0.452735,0.450122,0.336979,0.517456
