source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,gene_ratio,recall,query,parents,qscore
GO:BP,GO:0030163,protein catabolic process,5.125951459524156e-09,True,"""The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:mah]",1057,108,27,20972,0.25,0.02554399243140965,query_1,"['GO:0009057', 'GO:0019538']",2.072556377676874
GO:BP,GO:0009057,macromolecule catabolic process,4.3782944162856276e-08,True,"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",1444,108,30,20972,0.2777777777777778,0.02077562326869806,query_1,"['GO:0009056', 'GO:0043170']",2.044081954962287
GO:CC,GO:0005737,cytoplasm,4.2050708739376525e-07,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",12601,111,93,22155,0.8378378378378378,0.007380366637568447,query_1,"['GO:0005622', 'GO:0110165']",5.342243975162268
GO:BP,GO:0009056,catabolic process,6.040348028770671e-07,True,"""A cellular process consisting of the biochemical pathways by which a living organism breaks down substances. This includes the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]",2641,108,39,20972,0.3611111111111111,0.01476713366149186,query_1,['GO:0008152'],2.2457276247489233
GO:BP,GO:0010498,proteasomal protein catabolic process,2.0465208454584006e-05,True,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome."" [GOC:tb]",599,108,17,20972,0.1574074074074074,0.028380634390651086,query_1,['GO:0030163'],0.7380807876397003
GO:BP,GO:0019941,modification-dependent protein catabolic process,0.00016287753900196914,True,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein."" [GOC:go_curators]",691,108,17,20972,0.1574074074074074,0.024602026049204053,query_1,"['GO:0030163', 'GO:0043632']",0.5962811076066616
GO:BP,GO:0043632,modification-dependent macromolecule catabolic process,0.00018055360508982597,True,"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, initiated by covalent modification of the target molecule."" [GOC:jl]",696,108,17,20972,0.1574074074074074,0.02442528735632184,query_1,['GO:0009057'],0.5892379185746011
GO:BP,GO:0006511,ubiquitin-dependent protein catabolic process,0.0007377682604708169,True,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."" [GOC:go_curators]",680,108,16,20972,0.14814814814814814,0.023529411764705882,query_1,['GO:0019941'],0.4640118566652941
GO:BP,GO:0019538,protein metabolic process,0.0025372583738262717,True,"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]",4467,108,45,20972,0.4166666666666667,0.010073875083948958,query_1,"['GO:0043170', 'GO:0044238']",1.0815147106235943
GO:CC,GO:0031090,organelle membrane,0.005078779748224768,True,"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]",3868,111,38,22155,0.34234234234234234,0.00982419855222337,query_1,"['GO:0016020', 'GO:0043227']",0.785415708035443
