ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0006376,mRNA splice site recognition,7/104,49/18986,0.14285714285714285,26.07967032967033,13.045545612285256,8.57795040329228e-09,9.315654137975416e-06,8.99330379124117e-06,PTBP2/SRSF1/YTHDC1/LUC7L3/SRSF10/SF1/ISY1,7
GO:0000245,spliceosomal complex assembly,8/104,96/18986,0.08333333333333333,15.213141025641024,10.361143210534422,5.4953082988973225e-08,2.983952406301246e-05,2.880698455632491e-05,PTBP2/SRSF1/YTHDC1/LUC7L3/SRSF10/SF1/CRNKL1/ISY1,8
GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",12/104,338/18986,0.03550295857988166,6.48133818843878,7.546173595604562,3.3268945788719834e-07,8.191912972185142e-05,7.90844753348493e-05,RBM39/SYNCRIP/WTAP/PTBP2/SRSF1/YTHDC1/LUC7L3/SRSF10/SF1/GEMIN4/CRNKL1/ISY1,12
GO:0000398,"mRNA splicing, via spliceosome",12/104,338/18986,0.03550295857988166,6.48133818843878,7.546173595604562,3.3268945788719834e-07,8.191912972185142e-05,7.90844753348493e-05,RBM39/SYNCRIP/WTAP/PTBP2/SRSF1/YTHDC1/LUC7L3/SRSF10/SF1/GEMIN4/CRNKL1/ISY1,12
GO:0000375,"RNA splicing, via transesterification reactions",12/104,342/18986,0.03508771929824561,6.4055330634278,7.486520320678261,3.7715989743025517e-07,8.191912972185142e-05,7.90844753348493e-05,RBM39/SYNCRIP/WTAP/PTBP2/SRSF1/YTHDC1/LUC7L3/SRSF10/SF1/GEMIN4/CRNKL1/ISY1,12
GO:0008380,RNA splicing,13/104,484/18986,0.026859504132231406,4.903409090909092,6.455879052276771,2.4204613664952066e-06,0.0004381035073356324,0.0004229437756191624,RBM39/SYNCRIP/WTAP/PTBP2/SRSF1/YTHDC1/LUC7L3/TSEN34/SRSF10/SF1/GEMIN4/CRNKL1/ISY1,13
GO:0022618,protein-RNA complex assembly,9/104,225/18986,0.04,7.302307692307693,7.057661804813335,4.069593363085139e-06,0.0006313683417586373,0.0006095210510726014,PTBP2/SRSF1/YTHDC1/LUC7L3/SRSF10/SF1/GEMIN4/CRNKL1/ISY1,9
GO:0071826,protein-RNA complex organization,9/104,234/18986,0.038461538461538464,7.021449704142013,6.878332540141319,5.596940185510135e-06,0.0007597846301830008,0.0007334937401010651,PTBP2/SRSF1/YTHDC1/LUC7L3/SRSF10/SF1/GEMIN4/CRNKL1/ISY1,9
GO:0022613,ribonucleoprotein complex biogenesis,12/104,492/18986,0.024390243902439025,4.452626641651031,5.758570867882267,1.5976406331350166e-05,0.0019278196973162535,0.0018611111936871069,DDX52/PTBP2/SRSF1/YTHDC1/GTF2H5/LUC7L3/GNL3L/SRSF10/SF1/GEMIN4/CRNKL1/ISY1,12
GO:0043484,regulation of RNA splicing,7/104,190/18986,0.03684210526315789,6.725809716599189,5.886795744266602,8.435406438813534e-05,0.009160851392551498,0.008843857697956084,RBM39/WTAP/PTBP2/SRSF1/YTHDC1/SRSF10/SF1,7
GO:0048024,"regulation of mRNA splicing, via spliceosome",5/104,114/18986,0.043859649122807015,8.006916329284751,5.568886505505474,0.00040957285448581904,0.04043601090650905,0.039036800293576625,RBM39/WTAP/YTHDC1/SRSF10/SF1,5
