ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0043484,regulation of RNA splicing,29/536,190/18986,0.15263157894736842,5.406461115475255,10.40455558509564,1.1759808451199005e-13,2.970527614772869e-10,2.864441763797316e-10,CELF3/RBM20/MBNL2/TAF6L/THRAP3/RBM24/RBM12/CCNL2/TRA2B/ZC3H10/SRSF10/HNRNPH1/ZBTB7A/SF1/RBM3/RBM23/FUS/EIF1/RBFOX1/PTBP2/ENY2/SAP18/WTAP/MBNL3/DAZAP1/RBM39/RBFOX3/HNRNPL/YTHDC1,29
GO:0006352,DNA-templated transcription initiation,28/536,209/18986,0.1339712918660287,4.74548311076198,9.280201227007547,8.158892619104931e-12,1.0304681377929529e-08,9.936672379267796e-09,NAT14/GTF2H1/GTF2A2/TAF6L/BAZ2A/ATAD2/KDM1B/BDP1/CRCP/GTF2A1L/GTF2A1/GTF3C5/BCLAF1/TAF1B/BRD7/GLYR1/MED4/MED16/CTCFL/RSF1/ARID1B/MED17/RBM14/MED26/AICDA/GTF2H5/RRN3P2/SUB1,28
GO:0040029,epigenetic regulation of gene expression,31/536,295/18986,0.10508474576271186,3.7222742221097898,8.0318598235705,3.410715296899092e-10,2.837536265483432e-07,2.7361999076253956e-07,RNF2/BAZ2A/ATAD2/KDM1B/MBD2/SPTY2D1/CBX5/ZNFX1/MPHOSPH8/ATF7IP/ARID4B/BRD7/PCGF3/GLYR1/CREBZF/BAZ1A/CTCFL/PHF19/SAMD1/SETDB2/ARID1B/DNMT3A/MBD1/RBM14/ZNF335/TASP1/MAEL/AICDA/PCGF5/PPHLN1/YTHDC1,31
GO:0048024,"regulation of mRNA splicing, via spliceosome",19/536,114/18986,0.16666666666666666,5.903606965174129,8.95052737781002,4.493327419609552e-10,2.837536265483432e-07,2.7361999076253956e-07,CELF3/RBM20/THRAP3/RBM24/TRA2B/SRSF10/ZBTB7A/SF1/RBM3/RBM23/EIF1/RBFOX1/SAP18/WTAP/DAZAP1/RBM39/RBFOX3/HNRNPL/YTHDC1,19
GO:0050684,regulation of mRNA processing,20/536,136/18986,0.14705882352941177,5.2090649692712905,8.396318735608821,1.543347711952638e-09,7.796992640784727e-07,7.518540222017694e-07,CELF3/RBM20/THRAP3/RBM24/SLTM/TRA2B/SRSF10/ZBTB7A/SF1/RBM3/RBM23/EIF1/RBFOX1/SAP18/WTAP/DAZAP1/RBM39/RBFOX3/HNRNPL/YTHDC1,20
GO:0006368,transcription elongation by RNA polymerase II,17/536,118/18986,0.1440677966101695,5.103117885150518,7.620466792379805,3.576522268919195e-08,1.4152602886395769e-05,1.364717384636405e-05,INTS4/ELL/ZMYND11/SUPT16H/INTS8/TCEA2/GLYR1/MED4/MED16/INTS6/CCNK/LDB1/MED17/ENY2/MED26/EAF1/BRD4,17
GO:0006354,DNA-templated transcription elongation,18/536,134/18986,0.13432835820895522,4.75813098685676,7.4410651501579395,4.323137790922244e-08,1.4152602886395769e-05,1.364717384636405e-05,INTS4/ELL/ZMYND11/SUPT16H/INTS8/TCEA2/GLYR1/MED4/MED16/INTS6/CCNK/LDB1/MED17/ENY2/MED26/EAF1/GTF2H5/BRD4,18
GO:0008380,RNA splicing,37/536,484/18986,0.07644628099173553,2.707852781546811,6.487140203576942,4.490995843898724e-08,1.4152602886395769e-05,1.364717384636405e-05,CELF3/LUC7L3/SYNCRIP/RBM20/MBNL2/TAF6L/THRAP3/RBM24/SNRPN/RBM12/CCNL2/TRA2B/ZC3H10/SRSF10/DDX20/HNRNPH1/ZBTB7A/SF1/RBM3/RBM23/FUS/EIF1/RBFOX1/PTBP2/ENY2/SAP18/RBM14/SFPQ/WTAP/MBNL3/DAZAP1/RBM39/RBFOX3/TSEN34/ECD/HNRNPL/YTHDC1,37
GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",12/536,57/18986,0.21052631578947367,7.45718774548311,8.321593868683404,5.042495090164763e-08,1.4152602886395769e-05,1.364717384636405e-05,CELF3/RBM20/THRAP3/RBM24/TRA2B/ZBTB7A/RBFOX1/SAP18/WTAP/RBFOX3/HNRNPL/YTHDC1,12
GO:0032784,regulation of DNA-templated transcription elongation,15/536,100/18986,0.15,5.313246268656717,7.370955222787361,1.3210861317250393e-07,3.337063568737449e-05,3.217887693486043e-05,INTS4/ELL/ZMYND11/SUPT16H/INTS8/TCEA2/MED4/MED16/INTS6/CCNK/LDB1/MED17/MED26/EAF1/BRD4,15
GO:0000380,"alternative mRNA splicing, via spliceosome",13/536,75/18986,0.17333333333333334,6.139751243781094,7.601599684019881,1.5991386037610754e-07,3.672203739182251e-05,3.541059070912085e-05,CELF3/RBM20/THRAP3/RBM24/TRA2B/ZBTB7A/RBFOX1/SAP18/SFPQ/WTAP/RBFOX3/HNRNPL/YTHDC1,13
GO:0006367,transcription initiation at RNA polymerase II promoter,19/536,167/18986,0.11377245508982035,4.030007149879346,6.703369022364892,2.684990132679999e-07,5.651904229291398e-05,5.4500589184399284e-05,GTF2H1/GTF2A2/TAF6L/ATAD2/KDM1B/GTF2A1L/GTF2A1/BRD7/GLYR1/MED4/MED16/CTCFL/ARID1B/MED17/RBM14/MED26/AICDA/GTF2H5/SUB1,19
GO:0034243,regulation of transcription elongation by RNA polymerase II,13/536,88/18986,0.14772727272727273,5.232742537313433,6.783358604171158,1.085160747264556e-06,0.0002108550805838668,0.00020332485580325366,INTS4/ELL/ZMYND11/INTS8/MED4/MED16/INTS6/CCNK/LDB1/MED17/MED26/EAF1/BRD4,13
GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",27/536,338/18986,0.07988165680473373,2.8295394330124526,5.784602283931867,1.3227588114444554e-06,0.0002227525838472463,0.00021479746594262947,CELF3/LUC7L3/SYNCRIP/RBM20/THRAP3/RBM24/SNRPN/TRA2B/SRSF10/DDX20/HNRNPH1/ZBTB7A/SF1/RBM3/RBM23/EIF1/RBFOX1/PTBP2/SAP18/RBM14/SFPQ/WTAP/DAZAP1/RBM39/RBFOX3/HNRNPL/YTHDC1,27
GO:0000398,"mRNA splicing, via spliceosome",27/536,338/18986,0.07988165680473373,2.8295394330124526,5.784602283931867,1.3227588114444554e-06,0.0002227525838472463,0.00021479746594262947,CELF3/LUC7L3/SYNCRIP/RBM20/THRAP3/RBM24/SNRPN/TRA2B/SRSF10/DDX20/HNRNPH1/ZBTB7A/SF1/RBM3/RBM23/EIF1/RBFOX1/PTBP2/SAP18/RBM14/SFPQ/WTAP/DAZAP1/RBM39/RBFOX3/HNRNPL/YTHDC1,27
GO:0000375,"RNA splicing, via transesterification reactions",27/536,342/18986,0.07894736842105263,2.7964454045561666,5.714089512376659,1.6572374684843067e-06,0.0002589554300433647,0.0002497074072260474,CELF3/LUC7L3/SYNCRIP/RBM20/THRAP3/RBM24/SNRPN/TRA2B/SRSF10/DDX20/HNRNPH1/ZBTB7A/SF1/RBM3/RBM23/EIF1/RBFOX1/PTBP2/SAP18/RBM14/SFPQ/WTAP/DAZAP1/RBM39/RBFOX3/HNRNPL/YTHDC1,27
GO:1903311,regulation of mRNA metabolic process,30/536,406/18986,0.07389162561576355,2.617362693919565,5.614836232551277,1.7427720945119557e-06,0.0002589554300433647,0.0002497074072260474,CELF3/SYNCRIP/RBM20/SAMD4B/IGF2BP2/THRAP3/RBM24/CNOT3/SLTM/TRA2B/SRSF10/ZBTB7A/ELAVL1/SF1/RBM3/RBM23/FUS/EIF1/RBFOX1/CAPRIN1/SAP18/IGF2BP1/WTAP/SECISBP2/HNRNPD/DAZAP1/RBM39/RBFOX3/HNRNPL/YTHDC1,30
GO:0071824,protein-DNA complex organization,22/536,262/18986,0.08396946564885496,2.9743363335991795,5.484814924620637,5.693348022266045e-06,0.0007989665057913349,0.0007704331768142473,GTF2A2/TAF6L/BAZ2A/ATAD2/BDP1/SUPT16H/SPTY2D1/GTF2A1/GRWD1/TAF1B/GMNN/LIN54/BAZ1A/MED4/MED16/RSF1/MED17/HMGA1/ZNF827/MED26/GTF2H5/SMARCC2,22
GO:0045814,"negative regulation of gene expression, epigenetic",18/536,192/18986,0.09375,3.320778917910448,5.508892327616707,8.97165790598107e-06,0.0011927583089741149,0.00115016157309918,BAZ2A/MBD2/SPTY2D1/CBX5/ZNFX1/MPHOSPH8/ATF7IP/PCGF3/CREBZF/BAZ1A/PHF19/SAMD1/SETDB2/DNMT3A/MAEL/PCGF5/PPHLN1/YTHDC1,18
GO:0006346,DNA methylation-dependent heterochromatin formation,9/536,51/18986,0.17647058823529413,6.250877963125549,6.399910027231561,1.1265887163394693e-05,0.0014228815487367496,0.0013720664682155433,BAZ2A/MBD2/MPHOSPH8/ATF7IP/SAMD1/SETDB2/DNMT3A/MAEL/PPHLN1,9
GO:0031507,heterochromatin formation,16/536,161/18986,0.09937888198757763,3.520163159358487,5.473480995681477,1.352256237922965e-05,0.00156362116530641,0.0015077798793678514,BAZ2A/MBD2/SPTY2D1/CBX5/ZNFX1/MPHOSPH8/ATF7IP/PCGF3/BAZ1A/SAMD1/SETDB2/DNMT3A/MAEL/PCGF5/PPHLN1/YTHDC1,16
GO:0001708,cell fate specification,13/536,110/18986,0.11818181818181818,4.186194029850746,5.712195833407906,1.3618236594117584e-05,0.00156362116530641,0.0015077798793678514,MYT1L/LHX3/TBX5/SOX18/ASCL1/TBX4/GATAD2A/GATAD2B/DMRT3/MTA3/NFIA/TBX15/GLI3,13
