Solution 1,Solution 2,Cluster 1,Cluster 2,Jaccard Similarity,Wang Similarity
0,1,1,2,0.23375870069605567,0.15700953894180672
0,1,2,0,0.21182586094866795,0.14854621663973339
0,1,0,1,0.1527599486521181,0.16070700894234133
0,1,3,3,0.07737512242899118,0.13561345276329584
0,2,0,1,0.49122807017543857,0.27947916714820775
0,2,1,2,0.31525207402680283,0.1653380361173833
0,2,2,3,0.22958827634333567,0.15326177886460762
0,2,3,0,0.15629984051036683,0.14473018806621135
0,3,1,1,0.3564633463905988,0.1666733789214141
0,3,2,2,0.24284717376133985,0.15410669844505873
0,3,0,0,0.16065781151170144,0.16334652948788705
0,3,3,3,0.08439897698209718,0.13630908253939464
0,4,0,0,0.6424581005586593,0.2799614453678461
0,4,1,3,0.40915300546448086,0.18195264133985414
0,4,2,2,0.2505050505050505,0.15205541370104644
0,4,3,1,0.09762773722627738,0.13399355429669216
0,5,0,3,0.6273666092943201,0.26353139815208004
0,5,1,1,0.3264900662251656,0.15225990388730962
0,5,2,0,0.25245098039215685,0.15922927960658637
0,5,3,2,0.15323854660347552,0.14336496157572237
0,6,0,0,0.6271844660194175,0.2919096360294984
0,6,1,1,0.31846414455110106,0.16447847565528018
0,6,2,3,0.2765151515151515,0.15778330445891228
0,6,3,2,0.08561020036429873,0.1405829035327416
0,7,0,2,0.5810313075506446,0.27365823312724974
0,7,1,1,0.3382636655948553,0.16503602998665162
0,7,2,3,0.23125884016973125,0.15313919271947685
0,7,3,0,0.16092943201376936,0.14623502133327115
0,8,0,1,0.5004460303300624,0.271393681867244
0,8,1,3,0.29411764705882354,0.1636288746145263
0,8,2,0,0.2651356993736952,0.15682589735175037
0,8,3,2,0.13123561013046814,0.14004901523189292
0,9,0,3,0.5004468275245755,0.2716359152902611
0,9,1,0,0.2954699121027721,0.1636475910494936
0,9,2,1,0.26532033426183843,0.1568833753782059
0,9,3,2,0.1310344827586207,0.13999322758247193
0,10,0,2,0.49168207024029575,0.27965257838714164
0,10,1,3,0.31545338441890164,0.1653873388893076
0,10,2,1,0.2301255230125523,0.15327909115987282
0,10,3,0,0.15629984051036683,0.14473018806621135
0,11,0,3,0.6399286987522281,0.26621841363288723
0,11,1,0,0.40161527165932454,0.18870921223648143
0,11,2,1,0.3890142964635064,0.16737625008007154
0,11,3,2,0.20634920634920634,0.15226363588723393
0,12,0,2,0.6310344827586207,0.25912530385206983
0,12,1,3,0.38171667829727846,0.1840001159669951
0,12,2,0,0.30118694362017806,0.16078697674136236
0,12,3,1,0.2032442748091603,0.14965814091878174
0,13,0,3,0.774384236453202,0.2747119887232904
0,13,1,1,0.6425269645608629,0.18943512269272503
0,13,2,0,0.5097001763668431,0.171180178608163
0,13,3,2,0.2712384851586489,0.1519968730055968
0,14,1,3,0.32186732186732187,0.17094743970131138
0,14,2,1,0.23163841807909605,0.15255937571663375
0,14,0,0,0.1585518102372035,0.16069191063327026
0,14,3,2,0.055762081784386616,0.12829463766768073
0,15,1,1,0.2819058423142371,0.15957631175012443
0,15,3,3,0.2718168812589413,0.19536301270097084
0,15,2,0,0.22243966079582517,0.15005039850915206
0,15,0,2,0.1811272957568081,0.16945078884786108
0,16,0,1,0.6310344827586207,0.25912530385206983
0,16,1,0,0.38091922005571033,0.18365670671765358
0,16,2,2,0.30066815144766146,0.1609438760636714
0,16,3,3,0.20229007633587787,0.14968679275508737
0,17,0,3,0.5869565217391305,0.28437538828427195
0,17,1,1,0.3384126984126984,0.16451971817500383
0,17,2,2,0.2334293948126801,0.15276621014840325
0,17,3,0,0.16234309623430962,0.1461525508629035
0,18,0,2,0.5975286849073257,0.2668514804535717
0,18,1,1,0.33355176933158587,0.1653888285762451
0,18,2,3,0.23088023088023088,0.15294213458974865
0,18,3,0,0.16362053959965187,0.14690232959133712
0,19,0,3,0.5869565217391305,0.28437538828427195
0,19,1,2,0.3386277001270648,0.16456552924512094
0,19,2,1,0.23414985590778098,0.15280487114094232
0,19,3,0,0.16234309623430962,0.1461525508629035
0,20,0,1,0.6704545454545454,0.2614387314633747
0,20,2,3,0.4721435316336166,0.179922850868639
0,20,1,0,0.4375,0.1873048554768236
0,20,3,2,0.24428822495606328,0.1561846472923778
0,21,0,2,0.6541554959785523,0.26923229248776814
0,21,2,3,0.45976095617529883,0.17145673869987843
0,21,1,1,0.44624447717231225,0.18736173281307075
0,21,3,0,0.2313803376365442,0.15702044114912378
0,22,2,3,0.24572514249525015,0.15170408709994687
0,22,1,0,0.23865755127408328,0.16089542180438085
0,22,0,1,0.18339307048984468,0.16907143717912576
0,22,3,2,0.07491486946651532,0.13760864843370757
0,23,1,3,0.23403019744483158,0.157058932611116
0,23,2,1,0.21223958333333334,0.14867434128308055
0,23,0,0,0.15320512820512822,0.1609064253574528
0,23,3,2,0.07827788649706457,0.13577891297574893
0,24,0,2,0.645017793594306,0.26702568539363597
0,24,2,3,0.3914956011730205,0.16659855451549052
0,24,1,1,0.37884471117779445,0.1886780932914719
0,24,3,0,0.2077922077922078,0.14969715024245417
0,25,0,3,0.6459790209790209,0.26091025728575945
0,25,1,1,0.4028169014084507,0.18339255357046663
0,25,2,2,0.35411670663469225,0.16811606501136825
0,25,3,0,0.21811460258780038,0.14984541254734673
0,26,0,1,0.6164510166358595,0.28067092133148386
0,26,2,3,0.35770609318996416,0.16366968922757
0,26,1,0,0.29044585987261146,0.151114056314942
0,26,3,2,0.06842105263157895,0.13984653830566737
0,27,1,3,0.3427540589296452,0.17118473290125813
0,27,2,1,0.2563573883161512,0.15365931078936257
0,27,0,2,0.15082382762991128,0.1614905093877384
0,27,3,0,0.10130718954248366,0.1357585309583338
0,28,0,1,0.6718213058419243,0.25891295928739194
0,28,2,0,0.4531772575250836,0.17046354303272973
0,28,1,3,0.4511558538404176,0.188687746993063
0,28,3,2,0.22514619883040934,0.15793591331575582
0,29,0,0,0.6424021838034577,0.27156819091751305
0,29,1,3,0.42378048780487804,0.1938662608139965
0,29,2,1,0.3822825219473264,0.16885647288814087
0,29,3,2,0.24957841483979765,0.15339399744316617
0,30,0,2,0.6383701188455009,0.27104579611886953
0,30,2,1,0.3076923076923077,0.16166221240742196
0,30,1,0,0.2567237163814181,0.1538994148176281
0,30,3,3,0.09252971137521222,0.14198410884425525
0,31,0,2,0.6352941176470588,0.269912213967485
0,31,2,1,0.2474074074074074,0.1507202060622138
0,31,1,0,0.23499361430395913,0.1486428296557832
0,31,3,3,0.16549295774647887,0.14554806127185255
0,32,0,3,0.6666666666666666,0.2567395485185405
0,32,2,2,0.475736568457539,0.17843614746989492
0,32,1,0,0.371301775147929,0.17945294580191357
0,32,3,1,0.23098859315589354,0.14988258558671708
0,33,0,0,0.7026785714285714,0.261652769094912
0,33,1,2,0.48569482288828336,0.18585788059543737
0,33,2,3,0.3614213197969543,0.1776460313091239
0,33,3,1,0.2634315424610052,0.15524868674470396
0,34,0,0,0.622093023255814,0.29150432408179744
0,34,1,1,0.288135593220339,0.16459581094492307
0,34,2,3,0.21567267683772537,0.1485752616786082
0,34,3,2,0.08547794117647059,0.13957177490175177
0,35,0,1,0.5890909090909091,0.2778155753433732
0,35,2,0,0.29635258358662614,0.16130540939560425
0,35,1,3,0.2746972594008923,0.1561359284587633
0,35,3,2,0.1763740771123872,0.1463169391436202
0,36,0,0,0.6883348174532502,0.263910724360275
0,36,2,2,0.47113594040968343,0.17832400789535247
0,36,1,3,0.4387323943661972,0.18505808045348254
0,36,3,1,0.2302158273381295,0.15304875469385207
0,37,1,2,0.2819058423142371,0.159471308527223
0,37,3,1,0.2718168812589413,0.19536301270097084
0,37,2,3,0.22156862745098038,0.15014578108483653
0,37,0,0,0.18130132659507264,0.16963503441460667
