ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0007264,small GTPase-mediated signal transduction,61/628,491/18986,0.12423625254582485,3.7559705268073733,11.443545134714096,3.5123162474429387e-19,1.6606231217910215e-15,1.2348564491009912e-15,RHOJ/USP8/ROCK1/ECT2/RAPGEF2/DOCK4/ARHGEF11/ARHGAP5/RTN4R/RAP2C/ARHGAP15/GIT2/ARHGAP20/RND2/ADRA2A/GRAP2/RAB4B/RASGRP4/ARHGAP28/RALGAPB/NUP62/RHOQ/ARHGAP33/NGEF/RRAS/ARHGAP24/ARHGAP32/DOK2/AKAP13/CDC42SE1/KITLG/ARHGEF1/SOS1/CCDC88A/ARHGAP31/CDC42SE2/RASL10A/TIAM2/CTNNAL1/RASGRF2/SYNPO2L/RIT1/FGD4/KALRN/COL1A2/ABL2/DAB1/RHOC/SRGAP2/KRIT1/WAS/IGF1/GNA13/ABCA1/RALGAPA2/TAGAP/CADM4/RAPGEF1/DOCK9/OBSCN/GIT1,61
GO:0051056,regulation of small GTPase mediated signal transduction,36/628,300/18986,0.12,3.627898089171974,8.485616768721412,2.3887308517971386e-11,5.646959733648436e-08,4.199137392106549e-08,ECT2/ARHGEF11/ARHGAP5/RTN4R/ARHGAP15/GIT2/ARHGAP20/ARHGAP28/RALGAPB/NUP62/NGEF/ARHGAP24/ARHGAP32/AKAP13/CDC42SE1/KITLG/ARHGEF1/SOS1/ARHGAP31/CDC42SE2/TIAM2/RASGRF2/SYNPO2L/FGD4/KALRN/ABL2/SRGAP2/IGF1/GNA13/ABCA1/RALGAPA2/TAGAP/CADM4/DOCK9/OBSCN/GIT1,36
GO:0043549,regulation of kinase activity,44/628,460/18986,0.09565217391304348,2.8918028247022987,7.596899750013607,2.8626042065642857e-10,4.5114642295453144e-07,3.3547712455876194e-07,PPP2CA/ECT2/RAPGEF2/TSPYL2/CCNY/RAP2C/ETAA1/PRLR/SYNPO2/PTEN/WEE2/CORO1C/ADRA2A/MAP2K7/IRS2/DTNBP1/HSPB1/CHRNA3/SLC8A1/IRAK3/WNT5A/MAP2K1/NLRC5/GPRC5B/PTPN1/NUP62/PRKAG2/PIK3R5/ERN1/GNAQ/ACTB/GPRC5A/CCDC88A/EPHA4/DDR2/LCP2/PDE5A/PTPRC/PTPN2/EMP2/IGF1/CALM1/LMO4/LATS2,44
GO:0007409,axonogenesis,42/628,459/18986,0.0915032679738562,2.7663710919612003,7.085298970251607,2.7988685598115712e-09,2.7192862989899033e-06,2.022089286362605e-06,SPTBN4/SLITRK1/ITGA4/NEXN/RTN4R/PTEN/RND2/NRP2/CREB1/IGF1R/NTRK2/GLI3/ADCY1/SEMA6D/PLXNA2/MAP1B/EFNA5/WNT5A/MAP2K1/PRKCQ/SEMA5B/PPP3CB/CNTNAP1/BMP7/SEMA5A/ACTB/SLITRK2/NEFL/SOS1/CYFIP2/TIAM2/EPHA4/SMAD4/KALRN/DAB1/EPHA8/CDH4/BOC/FZD3/LMO4/SPG21/NLGN3,42
GO:0006936,muscle contraction,36/628,358/18986,0.1005586592178771,3.040138063551934,7.207595363597593,3.3008965323059253e-09,2.7192862989899033e-06,2.022089286362605e-06,ROCK1/KCNE3/DOCK4/MYL3/ARHGEF11/TRPV4/DTNA/SCN2A/MYOF/ADRA2A/ANXA6/CALD1/ATP2A1/CHRNA3/SLC8A1/SSPN/SMTN/BDKRB2/PDE4D/TPM3/TRDN/PPP1R12B/SNTB1/TPM2/NMUR2/PDE5A/ATP2B1/MYH14/GJA5/ATP1A1/KCNJ8/CALM1/PTGER3/SCN4B/TTN/FGF12,36
GO:0045859,regulation of protein kinase activity,40/628,427/18986,0.0936768149882904,2.832082817464461,7.081971800117895,3.4508709378044457e-09,2.7192862989899033e-06,2.022089286362605e-06,PPP2CA/ECT2/RAPGEF2/TSPYL2/CCNY/RAP2C/ETAA1/PRLR/SYNPO2/PTEN/WEE2/CORO1C/ADRA2A/MAP2K7/DTNBP1/HSPB1/CHRNA3/SLC8A1/IRAK3/WNT5A/MAP2K1/GPRC5B/PTPN1/NUP62/PRKAG2/PIK3R5/ERN1/GNAQ/ACTB/GPRC5A/CCDC88A/EPHA4/DDR2/LCP2/PDE5A/PTPRC/PTPN2/IGF1/CALM1/LATS2,40
GO:0002768,immune response-regulating cell surface receptor signaling pathway,36/628,369/18986,0.0975609756097561,2.949510641603231,6.994495316730517,7.374619230059011e-09,4.981028531388429e-06,3.7039440944958047e-06,FPR3/CD28/MAP2K7/PRKCB/MAPK8/PRKCQ/TLR5/FCGR1A/PLEKHA1/APPL1/PRKCE/PDE4D/IKBKB/ICOSLG/BCAR1/PAWR/IGHD/BTLA/BANK1/PIK3AP1/SOS1/WNK1/LCP2/FER/CD47/SPPL3/PTPRC/PTPN2/TIRAP/SHB/SPG21/MAPK9/MAPK10/CBLB/MAPK1/BTN3A2,36
GO:0060828,regulation of canonical Wnt signaling pathway,30/628,276/18986,0.10869565217391304,3.286139573525339,7.076081536500644,1.1644706522208375e-08,6.623872584448644e-06,4.9255798450571006e-06,USP8/CCNY/STK4/CSNK1G3/UBR5/RBPJ/GLI3/BICC1/TMEM64/CTNNB1/WNT5A/GPRC5B/TLE3/SFRP2/RSPO2/LZTS2/SEMA5A/GNAQ/FGF9/WNK1/INVS/WNK2/FUZ/SMAD4/SCEL/SHISA6/TMEM170B/CTNND1/LATS2/RBMS3,30
GO:0003012,muscle system process,41/628,465/18986,0.08817204301075268,2.665659886309157,6.725940596031947,1.2608894513544371e-08,6.623872584448644e-06,4.9255798450571006e-06,ROCK1/KCNE3/DOCK4/MYL3/ARHGEF11/TRPV4/DTNA/SCN2A/MYOF/IL6ST/ADRA2A/PPARA/ANXA6/CALD1/ATP2A1/CHRNA3/SLC8A1/SSPN/INPP5F/SMTN/BDKRB2/PDE4D/TPM3/TRDN/PPP1R12B/SNTB1/TPM2/NMUR2/PDE5A/SMAD4/ATP2B1/MYH14/GJA5/ATP1A1/KCNJ8/IGF1/CALM1/PTGER3/SCN4B/TTN/FGF12,41
GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,30/628,280/18986,0.10714285714285714,3.239194722474977,6.981566071144148,1.6224130750663076e-08,7.670769018913502e-06,5.704062811285755e-06,PPP2CA/LIN28A/PHLDA3/PTEN/ARRB2/IGF1R/CD28/NTRK2/IRS2/PPARA/INPP5F/NLRC3/PTPN1/PDGFC/PLEKHA1/RRAS/PIK3R5/SEMA5A/TSPYL5/BANK1/PIK3AP1/CCDC88A/DDR2/PIK3IP1/FER/RASD2/EPHA8/TMEM100/IGF1/THEM4,30
