ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0043484,regulation of RNA splicing,18/321,190/18986,0.09473684210526316,5.603344810624693,8.362986751343657,4.062107589097829e-09,1.2600657741381466e-05,1.1429487984903681e-05,CELF3/ENY2/RBFOX1/HNRNPL/ZC3H10/RBM12/EIF1/SAP18/RBM3/DAZAP1/MBNL2/QKI/HNRNPH1/HABP4/RBMXL1/TAF6L/RBM24/MBNL3,18
GO:0045165,cell fate commitment,21/321,297/18986,0.0707070707070707,4.182069920387677,7.248342904081338,3.817645701451296e-08,5.9211684829509595e-05,5.370824715778586e-05,TBX5/NR2F2/HOXC10/STAT3/SOX18/RBPJ/TCF7L2/MTA3/BRD4/PROX1/RUNX2/NOTCH4/IRF4/NFIA/GLI3/PRRX1/MYT1L/TEAD3/EHMT2/GATA5/CTNNB1,21
GO:0048663,neuron fate commitment,9/321,75/18986,0.12,7.097570093457943,6.938634410337566,4.759618541058392e-06,0.004921445571454378,0.004464021179034766,HOXC10/RBPJ/PROX1/NFIA/GLI3/PRRX1/MYT1L/EHMT2/CTNNB1,9
GO:0008380,RNA splicing,23/321,484/18986,0.047520661157024795,2.8106768620787315,5.291735327167043,9.092360198902959e-06,0.006175885878614256,0.005601867370299605,CELF3/ENY2/RBFOX1/HNRNPL/ZC3H10/RBM12/SNRPN/EIF1/SAP18/RBM3/ECD/SFPQ/DHX35/DAZAP1/MBNL2/QKI/HNRNPH1/HABP4/RBMXL1/TAF6L/RBM24/RBM14/MBNL3,23
GO:0006417,regulation of translation,22/321,461/18986,0.04772234273318872,2.8226056047735857,5.195267041898062,1.3369858088270788e-05,0.006175885878614256,0.005601867370299605,NANOS3/CPEB2/MCTS1/FXR1/EIF4E/EIF1/TNRC6B/RBM3/HNRNPD/SECISBP2/IGF2BP2/CPEB1/QKI/CNBP/HABP4/EIF5A2/PTCD3/EIF4E2/ZNF706/CAPRIN2/CNOT3/RBM24,22
GO:0001708,cell fate specification,10/321,110/18986,0.09090909090909091,5.376947040498442,6.037490631955564,1.74716262555692e-05,0.006175885878614256,0.005601867370299605,TBX5/HOXC10/SOX18/RBPJ/MTA3/NFIA/GLI3/MYT1L/EHMT2/CTNNB1,10
GO:0019827,stem cell population maintenance,13/321,186/18986,0.06989247311827956,4.1338893913509525,5.632549687511938,1.7600706179163357e-05,0.006175885878614256,0.005601867370299605,MCPH1/STAT3/EIF4E/RBPJ/PROX1/PRRX1/ZNF706/BCL9L/PHF19/TAF6L/CNOT3/KDM4C/CTNNB1,13
GO:0050684,regulation of mRNA processing,11/321,136/18986,0.08088235294117647,4.783901411031703,5.807609528591075,2.0257801994534225e-05,0.006175885878614256,0.005601867370299605,CELF3/RBFOX1/HNRNPL/EIF1/SAP18/RBM3/CPEB1/DAZAP1/QKI/RBMXL1/RBM24,11
GO:1903311,regulation of mRNA metabolic process,20/321,406/18986,0.04926108374384237,2.9136166229301903,5.1113887958961435,2.10990596912958e-05,0.006175885878614256,0.005601867370299605,NANOS3/CELF3/RBFOX1/FXR1/HNRNPL/TIRAP/EIF1/SAP18/TNRC6B/RBM3/HNRNPD/SECISBP2/IGF2BP2/CPEB1/DAZAP1/QKI/SENP1/RBMXL1/CNOT3/RBM24,20
GO:0098727,maintenance of cell number,13/321,190/18986,0.06842105263157895,4.046860141006722,5.535290542134824,2.2054381214533477e-05,0.006175885878614256,0.005601867370299605,MCPH1/STAT3/EIF4E/RBPJ/PROX1/PRRX1/ZNF706/BCL9L/PHF19/TAF6L/CNOT3/KDM4C/CTNNB1,13
GO:0006346,DNA methylation-dependent heterochromatin formation,7/321,51/18986,0.13725490196078433,8.118135727811374,6.675172879991662,2.2621349197532668e-05,0.006175885878614256,0.005601867370299605,SETDB2/ATF7IP/MPHOSPH8/SAMD1/EHMT2/MBD2/MAEL,7
GO:0048024,"regulation of mRNA splicing, via spliceosome",10/321,114/18986,0.08771929824561403,5.1882822320599,5.88197563173134,2.389124130991975e-05,0.006175885878614256,0.005601867370299605,CELF3/RBFOX1/HNRNPL/EIF1/SAP18/RBM3/DAZAP1/QKI/RBMXL1/RBM24,10
GO:0031445,regulation of heterochromatin formation,5/321,23/18986,0.21739130434782608,12.857916835974535,7.462126644296458,3.5082663871242024e-05,0.008371263332968674,0.007593195184439671,SETDB2/ATF7IP/MPHOSPH8/SAMD1/PHF8,5
GO:0051090,regulation of DNA-binding transcription factor activity,18/321,363/18986,0.049586776859504134,2.9328802039082413,4.876152155009024,5.009226397732453e-05,0.011099014489832908,0.010067415158751012,CARD8/TCEAL7/TSSK4/PAXIP1/NLRC5/CREBZF/NFKBIE/FAF1/PRMT2/TIRAP/TCF7L2/TFRC/PROX1/HEYL/BEX1/GLIS2/ADCY1/DHX33,18
GO:0043433,negative regulation of DNA-binding transcription factor activity,11/321,158/18986,0.06962025316455696,4.117788556331085,5.160798790823007,8.052004438525518e-05,0.01589437653265842,0.014417071658962284,CARD8/TCEAL7/PAXIP1/NLRC5/NFKBIE/FAF1/PRMT2/TCF7L2/PROX1/HEYL/GLIS2,11
GO:0140719,constitutive heterochromatin formation,7/321,62/18986,0.11290322580645161,6.677821324490001,5.872390351694927,8.198259978160371e-05,0.01589437653265842,0.014417071658962284,SETDB2/ATF7IP/MPHOSPH8/SAMD1/EHMT2/MBD2/MAEL,7
GO:2000736,regulation of stem cell differentiation,8/321,84/18986,0.09523809523809523,5.632992137665035,5.5807317359572775,8.745625084873131e-05,0.015958193537221443,0.014474957183817883,TBX5/STAT3/PRICKLE1/MTA3/NFE2L2/TRIM6/RBM24/KDM4C,8
GO:0048568,embryonic organ development,20/321,458/18986,0.043668122270742356,2.5828129888857148,4.496679074377666,0.00011237712176417018,0.019366323984025328,0.017566318507346603,SETDB2/NR2F2/E2F8/NCOA1/ZFPM2/SOX18/ZEB1/RBPJ/PRICKLE1/PROX1/RUNX2/FOXI1/GLI3/PRRX1/TEAD3/ARNT/BBS7/MBD2/TEAD1/CTNNB1,20
GO:0042762,regulation of sulfur metabolic process,4/321,16/18986,0.25,14.786604361370717,7.234815466981972,0.00012429575989497175,0.020292918273379073,0.01840679037115011,TCF7L2/NFE2L2/SP1/CTNNB1,4
GO:0042752,regulation of circadian rhythm,9/321,114/18986,0.07894736842105263,4.6694540088539105,5.153339213060199,0.00013817098132989865,0.02143031920426728,0.01943847542604311,RORA/FXR1/PROX1/HNRNPD/SFPQ/USP2/ADCY1/MAPK9/PPARA,9
GO:0090308,regulation of DNA methylation-dependent heterochromatin formation,4/321,17/18986,0.23529411764705882,13.916804104819498,6.987167192287062,0.00016038287752528807,0.023690842194449696,0.021488893815794236,SETDB2/ATF7IP/MPHOSPH8/SAMD1,4
GO:0048511,rhythmic process,15/321,299/18986,0.05016722408026756,2.967211577532585,4.496356036842977,0.00018599161075592054,0.02553971216813971,0.023165920331683274,RORA/CREM/NCOA1/FXR1/PROX1/HNRNPD/SFPQ/NAMPT/ATF5/USP2/BHLHE41/ADCY1/SP1/MAPK9/PPARA,15
GO:0033120,positive regulation of RNA splicing,6/321,50/18986,0.12,7.097570093457943,5.66163022195774,0.000189366015431081,0.02553971216813971,0.023165920331683274,CELF3/EIF1/RBM3/DAZAP1/HABP4/RBMXL1,6
GO:0007623,circadian rhythm,12/321,206/18986,0.05825242718446602,3.445422375465021,4.627895221481754,0.00021037775899814264,0.027191325350509936,0.024664024114124355,RORA/FXR1/PROX1/HNRNPD/SFPQ/NAMPT/ATF5/USP2/BHLHE41/ADCY1/MAPK9/PPARA,12
GO:0035265,organ growth,11/321,181/18986,0.06077348066298342,3.5945336569077986,4.599448359941413,0.0002669069665212327,0.033117816405954556,0.030039676695210734,TBX5/ZFPM2/RBPJ/BNC2/WWC2/PROX1/PRKAR1A/ACACB/EHMT2/PPARA/MAEL,11
GO:1902275,regulation of chromatin organization,5/321,35/18986,0.14285714285714285,8.449488206497552,5.784798196436189,0.00028664391933623973,0.034198824530039064,0.03102021037999064,SETDB2/ATF7IP/MPHOSPH8/SAMD1/PHF8,5
GO:0048026,"positive regulation of mRNA splicing, via spliceosome",5/321,36/18986,0.1388888888888889,8.214780200761508,5.682161429738533,0.00032831059290646465,0.03430558844678391,0.03111705111074464,CELF3/EIF1/RBM3/DAZAP1/RBMXL1,5
GO:0048665,neuron fate specification,5/321,36/18986,0.1388888888888889,8.214780200761508,5.682161429738533,0.00032831059290646465,0.03430558844678391,0.03111705111074464,HOXC10/NFIA/GLI3/MYT1L/EHMT2,5
GO:2000765,regulation of cytoplasmic translation,5/321,36/18986,0.1388888888888889,8.214780200761508,5.682161429738533,0.00032831059290646465,0.03430558844678391,0.03111705111074464,CPEB2/HNRNPD/CPEB1/CNBP/RBM24,5
GO:0017148,negative regulation of translation,12/321,218/18986,0.05504587155963303,3.2557660979164886,4.392958844095543,0.0003532672842580383,0.03430558844678391,0.03111705111074464,NANOS3/CPEB2/FXR1/EIF4E/TNRC6B/IGF2BP2/CPEB1/QKI/HABP4/EIF4E2/CAPRIN2/RBM24,12
GO:0046620,regulation of organ growth,8/321,103/18986,0.07766990291262135,4.593896500620028,4.796147175215419,0.00036166490809347627,0.03430558844678391,0.03111705111074464,TBX5/ZFPM2/RBPJ/WWC2/PROX1/ACACB/PPARA/MAEL,8
GO:1903312,negative regulation of mRNA metabolic process,8/321,103/18986,0.07766990291262135,4.593896500620028,4.796147175215419,0.00036166490809347627,0.03430558844678391,0.03111705111074464,FXR1/TIRAP/SAP18/HNRNPD/SECISBP2/IGF2BP2/QKI/RBM24,8
GO:0048863,stem cell differentiation,13/321,251/18986,0.05179282868525897,3.0633602661007067,4.315477880869706,0.00036495306858280757,0.03430558844678391,0.03111705111074464,TBX5/STAT3/SOX18/RBPJ/PRICKLE1/MTA3/NFE2L2/RUNX2/PHF19/TRIM6/RBM24/KDM4C/CTNNB1,13
GO:1902373,negative regulation of mRNA catabolic process,7/321,80/18986,0.0875,5.17531152647975,4.907698461052476,0.0004087292283926991,0.03729053136688684,0.033824558126739464,FXR1/TIRAP/HNRNPD/SECISBP2/IGF2BP2/QKI/RBM24,7
GO:0045814,"negative regulation of gene expression, epigenetic",11/321,192/18986,0.057291666666666664,3.3885968328141223,4.3624220015080155,0.00044158987456635487,0.039137479740138086,0.03549984164558997,ZNFX1/SETDB2/CREBZF/ATF7IP/MPHOSPH8/SAMD1/PHF8/PHF19/EHMT2/MBD2/MAEL,11
GO:0050685,positive regulation of mRNA processing,5/321,39/18986,0.1282051282051282,7.582874031472162,5.396615052247311,0.000481072528813487,0.041452416232762135,0.037599616067790956,CELF3/EIF1/RBM3/DAZAP1/RBMXL1,5
GO:0048664,neuron fate determination,3/321,10/18986,0.3,17.74392523364486,6.945423946065161,0.0005260805923681053,0.04294478940857533,0.038953280426591276,PROX1/PRRX1/CTNNB1,3
GO:2000766,negative regulation of cytoplasmic translation,3/321,10/18986,0.3,17.74392523364486,6.945423946065161,0.0005260805923681053,0.04294478940857533,0.038953280426591276,CPEB2/CPEB1/RBM24,3
