ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0007264,small GTPase-mediated signal transduction,65/590,491/18986,0.13238289205702647,4.2600365908384825,13.107071211556107,2.3262613026802109e-23,1.0068058917999953e-19,8.406373739053858e-20,ABL2/TIAM2/DOK2/GIT2/CDC42SE2/DOCK10/OBSCN/ARHGAP17/CTNNAL1/BRAP/GRAP2/DOCK8/RIT1/IGF1/ARHGAP15/ARFGEF1/CCDC88A/FGD4/RAPGEF3/DOCK4/ARHGAP33/RHOJ/ARHGAP20/RHOQ/CGNL1/MYO9A/AKAP13/RALGAPB/RTN4R/RAPGEF1/ARHGAP28/ARHGEF1/DENND1A/ARHGAP24/ARHGAP31/DOCK6/KALRN/FARP2/SYNPO2L/GNA13/SRGAP2/KANK1/RASGRP4/RAPGEF2/ARHGAP32/SOS1/EPS8L2/TAGAP/GIT1/ADRA2A/RASL10A/CDON/ARHGEF11/RRAS/RASGRP3/RAB4B/ARFGAP1/RHOT2/RASGRF2/ARHGEF9/RND2/G3BP1/CDC42SE1/USP8/NGEF,65
GO:0051056,regulation of small GTPase mediated signal transduction,41/590,300/18986,0.13666666666666666,4.397887005649717,10.623827094470549,1.384914215428703e-15,2.9969543621877132e-12,2.5023213166140726e-12,ABL2/TIAM2/GIT2/CDC42SE2/DOCK10/OBSCN/ARHGAP17/DOCK8/IGF1/ARHGAP15/ARFGEF1/FGD4/ARHGAP20/CGNL1/MYO9A/AKAP13/RALGAPB/RTN4R/ARHGAP28/ARHGEF1/DENND1A/ARHGAP24/ARHGAP31/DOCK6/KALRN/SYNPO2L/GNA13/SRGAP2/KANK1/ARHGAP32/SOS1/EPS8L2/TAGAP/GIT1/CDON/ARHGEF11/ARFGAP1/RASGRF2/ARHGEF9/CDC42SE1/NGEF,41
GO:0070371,ERK1 and ERK2 cascade,32/590,319/18986,0.10031347962382445,3.2280537697253067,7.187094435971512,6.020664032119105e-09,8.685811310337162e-06,7.252259516584172e-06,INHBA/WNK4/CXCL17/CNKSR3/IGF1/TRAF7/GRB10/RPS6KA6/SPRED1/PTPN2/TRPV4/FGB/PTPRC/SEMA6A/FRS2/EMILIN1/PTPN1/MAPK1/NOD1/PSCA/RAPGEF2/SPRED2/MAP2K1/RRAS/AKAP12/SLAMF1/NRXN1/PDE8B/FAM83D/CASR/ARRB2/PDGFC,32
GO:0070372,regulation of ERK1 and ERK2 cascade,29/590,296/18986,0.09797297297297297,3.152737059092991,6.685005950152152,5.248925185262616e-08,5.410442724061111e-05,4.517474917721032e-05,INHBA/CXCL17/CNKSR3/IGF1/TRAF7/RPS6KA6/SPRED1/PTPN2/TRPV4/FGB/PTPRC/SEMA6A/FRS2/EMILIN1/PTPN1/NOD1/PSCA/RAPGEF2/SPRED2/MAP2K1/RRAS/AKAP12/SLAMF1/NRXN1/PDE8B/FAM83D/CASR/ARRB2/PDGFC,29
GO:0007266,Rho protein signal transduction,19/590,139/18986,0.1366906474820144,4.398658700158517,7.2021712736370995,6.250511464950451e-08,5.410442724061111e-05,4.517474917721032e-05,ABL2/CDC42SE2/DOCK10/CTNNAL1/DOCK8/RHOJ/ARHGAP20/AKAP13/RTN4R/ARHGEF1/DOCK6/SYNPO2L/GNA13/KANK1/EPS8L2/TAGAP/ADRA2A/ARHGEF11/CDC42SE1,19
GO:1903522,regulation of blood circulation,27/590,267/18986,0.10112359550561797,3.254123024185869,6.642958352383858,7.918929102803032e-08,5.7121875261552543e-05,4.76941817717944e-05,GJA5/ATP1A1/MYL3/HRH1/ITGA4/ATP2B2/DOCK4/SCN4B/ATP2A1/FGB/CAV3/PDE4D/APLN/KCNMB2/BDKRB2/PTPN1/KCNJ8/PDE5A/SPTBN4/ADRA2A/HCN4/CACNA1G/ATP2B1/SLC8A1/CASR/ADORA3/SMTNL1,27
GO:0008286,insulin receptor signaling pathway,18/590,130/18986,0.13846153846153847,4.4556453715775755,7.080202271077664,1.1365694805593356e-07,7.027246731229721e-05,5.8674331229476675e-05,IGF1R/STXBP4/RPS6KB1/BCAR1/GKAP1/GRB10/EIF4EBP2/DNAI1/PTPN2/FER/RHOQ/GAB1/PTPN1/MAPK1/KANK1/PRKCB/SOS1/APPL1,18
GO:0070588,calcium ion transmembrane transport,31/590,348/18986,0.08908045977011494,2.866578998636275,6.293698722739544,1.5951854118064806e-07,8.62995307787306e-05,7.205620419383747e-05,CACNA1E/JPH3/AKAP5/UBASH3B/TRPM1/SESTD1/GRIN2A/ATP2B2/CACNA1I/ATP2A1/TRPV4/PTPRC/PDE4D/JPH4/TPCN2/CACNA1A/KCNJ8/PANX1/TMCO1/PLCB3/CACNB4/ADRA2A/XCR1/ITPR2/CACNA1G/PPP3CB/ATP2B1/CACNA2D3/SLC8A1/JPH2/PRKCE,31
GO:0006816,calcium ion transport,36/590,445/18986,0.08089887640449438,2.6032984193486954,6.129109764152867,1.8006461799652103e-07,8.659107407654923e-05,7.229962965872008e-05,CACNA1E/JPH3/AKAP5/UBASH3B/TRPM1/SESTD1/GRIN2A/ATP2B2/CACNA1I/ATP2A1/TRPV4/PTPRC/CAV3/PDE4D/JPH4/TPCN2/CACNA1A/ANXA6/KCNJ8/PANX1/TMCO1/PRKCB/PLCB3/CACNB4/ADRA2A/XCR1/ITPR2/CACNA1G/PPP3CB/ATP2B1/CACNA2D3/SLC8A1/CASR/JPH2/PRKCE/SPG11,36
GO:0043410,positive regulation of MAPK cascade,37/590,472/18986,0.07838983050847458,2.5225581729388105,5.998799831466833,2.664935663171019e-07,0.00011146986352675523,9.307229338635828e-05,INHBA/MAP3K10/PRMT1/TMEM106A/DOK2/CXCL17/IGF1R/NRK/ZNF622/IGF1/TRAF7/TGFB3/KLB/PIK3R5/TRPV4/FGF9/FGB/PTPRC/JAK2/FRS2/PTPN1/NOD1/RAPGEF2/PDE5A/ADRA2A/GPR37L1/CDON/MAP2K1/AKAP12/SLAMF1/NRXN1/PDE8B/CASR/EPHA8/ARRB2/PRKCE/PDGFC,37
