ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0019882,antigen processing and presentation,11/289,118/18986,0.09322033898305085,6.12415694094188,6.941746510988374,1.9011582086609882e-06,0.0032414507492934423,0.002970903302867156,CTSS/KDM5D/FGL2/WAS/HLA-DOA/HLA-B/NOD1/HLA-F/PDIA3/LGMN/ERAP2,11
GO:0007264,small GTPase-mediated signal transduction,23/289,491/18986,0.04684317718940937,3.077386028090402,5.798278117531145,2.00522780655332e-06,0.0032414507492934423,0.002970903302867156,RAPGEF6/NF1/ABI2/KRIT1/HACE1/CTNNAL1/RAB39B/OBSCN/RIT1/ARHGEF11/WAS/ARHGAP5/BRAP/MAPKAP1/SIAH2/ROCK1/RAP2C/CFL1/RRAGC/GNA13/DOCK5/ARHGAP17/SIPA1L2,23
GO:1903076,regulation of protein localization to plasma membrane,9/289,117/18986,0.07692307692307693,5.053500133084909,5.467854360269939,7.614293520748484e-05,0.04042114129189044,0.037047393731314104,BCL2L1/PRKCI/PDPK1/SPTBN1/ATP2C1/PRKCH/ACTB/TMBIM1/PRKCE,9
GO:0001667,ameboidal-type cell migration,13/289,241/18986,0.05394190871369295,3.5437407572255166,4.940909572040177,8.750121404429092e-05,0.04042114129189044,0.037047393731314104,IRS2/RIC8A/CORO1C/RAB25/ARHGAP5/APPL2/FERMT1/ROCK1/MEGF8/GNA13/DOCK5/SGPL1/PRKCE,13
GO:0034976,response to endoplasmic reticulum stress,14/289,277/18986,0.05054151624548736,3.3203502679474846,4.836558040103174,9.456103448246809e-05,0.04042114129189044,0.037047393731314104,VAPB/TXNDC12/TMEM117/BCL2L1/TMBIM4/TMX1/NOD1/DNAJC10/CANX/PDIA3/ERP27/RNF121/DERL3/TMEM33,14
GO:0007015,actin filament organization,19/289,465/18986,0.04086021505376344,2.68433232875693,4.571832421778633,0.00010025633650783089,0.04042114129189044,0.037047393731314104,ABI2/SHROOM3/ENAH/RICTOR/PRKCI/ACTG1/CORO1C/WAS/NEDD9/ELMO2/TMSB10/ROCK1/SPTBN1/CFL1/ARHGAP17/PAK1/PAWR/PRKCE/CFL2,19
GO:0048002,antigen processing and presentation of peptide antigen,7/289,72/18986,0.09722222222222222,6.387062668204536,5.693703424520724,0.0001113822951124406,0.04042114129189044,0.037047393731314104,CTSS/HLA-DOA/HLA-B/HLA-F/PDIA3/LGMN/ERAP2,7
GO:0045088,regulation of innate immune response,19/289,470/18986,0.04042553191489362,2.6557756018552605,4.519028496041132,0.00011521772838449227,0.04042114129189044,0.037047393731314104,WDFY1/CTSS/SMPDL3B/MAVS/ZCCHC3/CEP63/TIFA/YTHDF2/HLA-B/DDX60/PDPK1/TBK1/APPL2/NOD1/LAMP1/HLA-F/LGR4/PAK1/PRKCE,19
GO:0010631,epithelial cell migration,8/289,97/18986,0.08247422680412371,5.418185709699283,5.423674387028788,0.00011714460307839717,0.04042114129189044,0.037047393731314104,IRS2/CORO1C/RAB25/ARHGAP5/FERMT1/ROCK1/DOCK5/PRKCE,8
GO:0090132,epithelium migration,8/289,100/18986,0.08,5.255640138408305,5.3047285068199885,0.00014503281169394146,0.04042114129189044,0.037047393731314104,IRS2/CORO1C/RAB25/ARHGAP5/FERMT1/ROCK1/DOCK5/PRKCE,8
GO:0051345,positive regulation of hydrolase activity,15/289,331/18986,0.045317220543806644,2.977137540639145,4.5115057019193525,0.0001792737851309431,0.04042114129189044,0.037047393731314104,RAPGEF6/NF1/APH1B/DIABLO/MTCH1/PKP4/CORO1C/PDPK1/CALM1/NOD1/ROCK1/PLAA/LGMN/ASAP1/ARHGAP17,15
GO:0072659,protein localization to plasma membrane,14/289,295/18986,0.04745762711864407,3.1177526244795026,4.557621193415032,0.00018275275304161426,0.04042114129189044,0.037047393731314104,RAPGEF6/BCL2L1/PRKCI/PDPK1/ROCK1/SPTBN1/PTCH1/ATP2C1/ASAP1/PRKCH/ACTB/TMBIM1/ZFYVE27/PRKCE,14
GO:0002758,innate immune response-activating signaling pathway,14/289,297/18986,0.04713804713804714,3.0967576573112905,4.527950687804519,0.00019595033893549473,0.04042114129189044,0.037047393731314104,WDFY1/CTSS/SMPDL3B/MAVS/ZCCHC3/TIFA/DDX60/PDPK1/TBK1/APPL2/NOD1/LGR4/PAK1/PRKCE,14
GO:0090130,tissue migration,8/289,105/18986,0.0761904761904762,5.005371560388862,5.116738490678076,0.00020355395294874913,0.04042114129189044,0.037047393731314104,IRS2/CORO1C/RAB25/ARHGAP5/FERMT1/ROCK1/DOCK5/PRKCE,8
GO:0010506,regulation of autophagy,16/289,373/18986,0.04289544235924933,2.818037607725633,4.408769038214871,0.00020531689502919007,0.04042114129189044,0.037047393731314104,PIK3C3/TLK2/RAB39B/CSNK2A1/DNM1L/BCL2L1/CISD2/DHRSX/WDR6/TBK1/NOD1/DRAM2/CCNY/ROCK1/RRAGC/DRAM1,16
GO:0002577,regulation of antigen processing and presentation,4/289,20/18986,0.2,13.139100346020761,6.7527688559661945,0.00021016670611984136,0.04042114129189044,0.037047393731314104,FGL2/WAS/HLA-DOA/NOD1,4
GO:0002833,positive regulation of response to biotic stimulus,17/289,416/18986,0.040865384615384616,2.6846719457013575,4.319408865205111,0.0002316559089153041,0.04042114129189044,0.037047393731314104,WDFY1/CTSS/SMPDL3B/YWHAG/MAVS/ZCCHC3/TIFA/DDX60/PDPK1/TBK1/APPL2/NOD1/LAMP1/HLA-F/LGR4/PAK1/PRKCE,17
GO:0031954,positive regulation of protein autophosphorylation,4/289,21/18986,0.19047619047619047,12.513428900972153,6.563056837379584,0.0002565229570955137,0.04042114129189044,0.037047393731314104,NBN/RAD50/CALM1/RAP2C,4
GO:0071786,endoplasmic reticulum tubular network organization,4/289,21/18986,0.19047619047619047,12.513428900972153,6.563056837379584,0.0002565229570955137,0.04042114129189044,0.037047393731314104,TMEM170A/ATL3/TMEM33/ZFYVE27,4
GO:0007031,peroxisome organization,5/289,38/18986,0.13157894736842105,8.644144964487342,5.8641798706499495,0.0002625561296411071,0.04042114129189044,0.037047393731314104,PEX11A/MAVS/DNM1L/MFF/TMEM135,5
GO:0071711,basement membrane organization,5/289,38/18986,0.13157894736842105,8.644144964487342,5.8641798706499495,0.0002625561296411071,0.04042114129189044,0.037047393731314104,CTSS/RIC8A/FERMT1/PXDN/NTN4,5
GO:0045089,positive regulation of innate immune response,16/289,387/18986,0.041343669250646,2.7160930947846533,4.240526555063034,0.0003098883231390351,0.045539497668568206,0.041738546872554246,WDFY1/CTSS/SMPDL3B/MAVS/ZCCHC3/TIFA/DDX60/PDPK1/TBK1/APPL2/NOD1/LAMP1/HLA-F/LGR4/PAK1/PRKCE,16
GO:0031329,regulation of cellular catabolic process,18/289,472/18986,0.038135593220338986,2.505336930385315,4.117397950554889,0.00035251901757526327,0.04794261611510102,0.04394108921614578,PIK3C3/TLK2/IRS2/RAB39B/CSNK2A1/DNM1L/BCL2L1/CISD2/DHRSX/WDR6/TBK1/NOD1/DRAM2/CCNY/ROCK1/ANXA2/RRAGC/DRAM1,18
GO:0002221,pattern recognition receptor signaling pathway,13/289,278/18986,0.046762589928057555,3.07209180752284,4.326990772906776,0.0003558994082160298,0.04794261611510102,0.04394108921614578,WDFY1/CTSS/SMPDL3B/MAVS/ZCCHC3/TIFA/DDX60/PDPK1/TBK1/APPL2/NOD1/LGR4/PRKCE,13
GO:0002218,activation of innate immune response,14/289,317/18986,0.04416403785488959,2.901378625304269,4.244298975705766,0.00038001504633913564,0.04914354579257702,0.04504178338714386,WDFY1/CTSS/SMPDL3B/MAVS/ZCCHC3/TIFA/DDX60/PDPK1/TBK1/APPL2/NOD1/LGR4/PAK1/PRKCE,14
