ER,UBQ4,GPX1,AT5G06940,MYB68,TGG2,PR1,AT4G16610,ACS2,PR4,TBL9,AT2G35790,uL18-L4,AO1,ADA1A,FAD2,LOX1,ARAB-1,PLL16,TGG1,ABCC2,AIG1,AT-P4H-1,AIM1,CYP71B6,PLC8,PETE1,PDF1.2,ICK1,ATR2,PLDALPHA1,SEH,UGT88A1,TBL15,EXO70A3,GSTU19,HCHIB,NIA2,RNS1,MPPalpha,PRK,cPGK2,AAS,HPL1,GPX2,ATRABE1B,ACX2,CCR1,PKT3,PME1,GRF7,NDR1,MPK3,WIN2,URE,CAD9,GER2,OXR2,PLDBETA1,LAZ5,VEP1,RNS2,LHB1B2,APX1,AT3G15350,GS2,MFP2,RBCS1B,WRKY11,ECS1,ROF1,NDPK1,FAH1,FSD1,NIT2,PR5,MEKK1,TCH2,TCH3
1.0,0.6470588235294118,0.44559585492227977,0.373134328358209,0.26605504587155965,0.7857142857142857,0.6894409937888198,0.35175879396984927,0.28846153846153844,0.24651162790697675,0.2898550724637681,0.2175925925925926,0.2009132420091324,0.3435897435897436,0.4715909090909091,0.3015075376884422,0.24519230769230768,0.20754716981132076,0.4222222222222222,0.5515151515151515,0.17511520737327188,0.4293785310734463,0.3125,0.2097560975609756,0.14883720930232558,0.5060975609756098,0.265625,0.16346153846153846,0.15384615384615385,0.20100502512562815,0.14492753623188406,0.17326732673267325,0.15048543689320387,0.17412935323383086,0.28415300546448086,0.13526570048309178,0.19289340101522842,0.13526570048309178,0.12440191387559808,0.13592233009708737,0.125,0.15422885572139303,0.4528301886792453,0.16080402010050251,0.12807881773399016,0.09615384615384616,0.11274509803921569,0.17010309278350516,0.11274509803921569,0.2824858757062147,0.2185792349726776,0.28160919540229884,0.3136094674556213,0.11,0.36419753086419754,0.07881773399014778,0.09547738693467336,0.3212121212121212,0.12371134020618557,0.10152284263959391,0.12435233160621761,0.08673469387755102,0.14594594594594595,0.07106598984771574,0.07653061224489796,0.04975124378109453,0.04975124378109453,0.10869565217391304,0.09090909090909091,0.10326086956521739,0.05181347150259067,0.09782608695652174,0.06914893617021277,0.2331288343558282,0.07650273224043716,0.24203821656050956,0.18404907975460122,0.22929936305732485,0.22929936305732485
0.6470588235294118,1.0,0.5852272727272727,0.422680412371134,0.33980582524271846,0.5363128491620112,0.9290780141843972,0.4540540540540541,0.32673267326732675,0.2523364485981308,0.27751196172248804,0.2175925925925926,0.20642201834862386,0.45555555555555555,0.5696969696969697,0.27586206896551724,0.24519230769230768,0.20187793427230047,0.3837837837837838,0.6842105263157895,0.19158878504672897,0.3675675675675676,0.2857142857142857,0.19806763285024154,0.1542056074766355,0.625,0.25906735751295334,0.17475728155339806,0.18811881188118812,0.18316831683168316,0.19095477386934673,0.14492753623188406,0.12857142857142856,0.16831683168316833,0.3055555555555556,0.12440191387559808,0.1407766990291262,0.12440191387559808,0.12440191387559808,0.125,0.17587939698492464,0.16,0.5714285714285714,0.16080402010050251,0.12807881773399016,0.13432835820895522,0.15228426395939088,0.17010309278350516,0.15228426395939088,0.32748538011695905,0.2598870056497175,0.3515151515151515,0.4050632911392405,0.1044776119402985,0.45394736842105265,0.10050251256281408,0.10101010101010101,0.3710691823899371,0.12953367875647667,0.07960199004975124,0.12435233160621761,0.0979381443298969,0.09844559585492228,0.10471204188481675,0.09326424870466321,0.06565656565656566,0.06565656565656566,0.0625,0.09090909090909091,0.1534090909090909,0.06842105263157895,0.08602150537634409,0.11049723756906077,0.2967741935483871,0.08839779005524862,0.3087248322147651,0.23717948717948717,0.2781456953642384,0.2781456953642384
0.44559585492227977,0.5852272727272727,1.0,0.3157894736842105,0.3613861386138614,0.3979591836734694,0.5310734463276836,0.5952380952380952,0.21363636363636362,0.24766355140186916,0.3434343434343434,0.3435897435897436,0.29064039408866993,0.3181818181818182,0.36507936507936506,0.2835820895522388,0.34375,0.3076923076923077,0.29441624365482233,0.4245810055865922,0.3160621761658031,0.4482758620689655,0.28061224489795916,0.2864583333333333,0.28125,0.38202247191011235,0.2538860103626943,0.1642512077294686,0.27807486631016043,0.23316062176165803,0.3258426966292135,0.1568627450980392,0.1625615763546798,0.18090452261306533,0.21243523316062177,0.18181818181818182,0.16417910447761194,0.18181818181818182,0.15841584158415842,0.18274111675126903,0.266304347826087,0.16666666666666666,0.44654088050314467,0.14427860696517414,0.15736040609137056,0.2541436464088398,0.2988505747126437,0.22162162162162163,0.2988505747126437,0.19576719576719576,0.3619631901840491,0.1935483870967742,0.21428571428571427,0.18181818181818182,0.25,0.1978021978021978,0.19889502762430938,0.19889502762430938,0.23295454545454544,0.125,0.14285714285714285,0.1977401129943503,0.09326424870466321,0.17318435754189945,0.19318181818181818,0.17318435754189945,0.17318435754189945,0.057291666666666664,0.16666666666666666,0.10382513661202186,0.18128654970760233,0.18235294117647058,0.2578616352201258,0.12994350282485875,0.20987654320987653,0.13450292397660818,0.0847457627118644,0.10982658959537572,0.10982658959537572
0.373134328358209,0.422680412371134,0.3157894736842105,1.0,0.3076923076923077,0.39690721649484534,0.43315508021390375,0.29901960784313725,0.4426229508196721,0.31343283582089554,0.28921568627450983,0.18807339449541285,0.16666666666666666,0.34375,0.5740740740740741,0.33507853403141363,0.2623762376237624,0.18867924528301888,0.3333333333333333,0.5272727272727272,0.18396226415094338,0.3315508021390374,0.2717948717948718,0.18446601941747573,0.15165876777251186,0.4817073170731707,0.2578947368421053,0.2268041237113402,0.1568627450980392,0.16336633663366337,0.18274111675126903,0.13106796116504854,0.13658536585365855,0.22105263157894736,0.3508771929824561,0.11057692307692307,0.19689119170984457,0.11057692307692307,0.11057692307692307,0.1111111111111111,0.15577889447236182,0.18134715025906736,0.38414634146341464,0.2074468085106383,0.11386138613861387,0.12,0.12626262626262627,0.12626262626262627,0.12626262626262627,0.3597560975609756,0.1837837837837838,0.43137254901960786,0.3974358974358974,0.06862745098039216,0.391025641025641,0.10256410256410256,0.08080808080808081,0.3128834355828221,0.11458333333333333,0.065,0.12105263157894737,0.0663265306122449,0.15555555555555556,0.10106382978723404,0.078125,0.04020100502512563,0.04020100502512563,0.12359550561797752,0.06951871657754011,0.16374269005847952,0.02577319587628866,0.058823529411764705,0.042328042328042326,0.26282051282051283,0.06043956043956044,0.2733333333333333,0.2684563758389262,0.27702702702702703,0.27702702702702703
0.26605504587155965,0.33980582524271846,0.3613861386138614,0.3076923076923077,1.0,0.2904761904761905,0.32019704433497537,0.358974358974359,0.22790697674418606,0.2692307692307692,0.2766990291262136,0.2696078431372549,0.28217821782178215,0.2524271844660194,0.2814070351758794,0.24390243902439024,0.275,0.26,0.2537313432835821,0.2857142857142857,0.28061224489795916,0.25125628140703515,0.24,0.23857868020304568,0.233502538071066,0.265625,0.18316831683168316,0.19,0.26881720430107525,0.211340206185567,0.22631578947368422,0.2594594594594595,0.21354166666666666,0.25405405405405407,0.22872340425531915,0.23529411764705882,0.18461538461538463,0.23529411764705882,0.2554347826086957,0.23655913978494625,0.3068181818181818,0.3411764705882353,0.22702702702702704,0.29714285714285715,0.23626373626373626,0.2727272727272727,0.23204419889502761,0.1989247311827957,0.23204419889502761,0.1736842105263158,0.22346368715083798,0.1837837837837838,0.14736842105263157,0.1595744680851064,0.21910112359550563,0.2215909090909091,0.18232044198895028,0.18232044198895028,0.15675675675675677,0.15760869565217392,0.2033898305084746,0.1358695652173913,0.14917127071823205,0.22485207100591717,0.13114754098360656,0.125,0.125,0.1111111111111111,0.13636363636363635,0.21341463414634146,0.12429378531073447,0.1511627906976744,0.13872832369942195,0.14534883720930233,0.12209302325581395,0.12352941176470589,0.11834319526627218,0.13855421686746988,0.13855421686746988
0.7857142857142857,0.5363128491620112,0.3979591836734694,0.39690721649484534,0.2904761904761905,1.0,0.5705882352941176,0.3333333333333333,0.28292682926829266,0.22897196261682243,0.2780487804878049,0.17272727272727273,0.22857142857142856,0.35978835978835977,0.5301204819277109,0.2893401015228426,0.20952380952380953,0.17289719626168223,0.4425287356321839,0.5120481927710844,0.1792452830188679,0.3701657458563536,0.2931937172774869,0.17391304347826086,0.1523809523809524,0.47560975609756095,0.25925925925925924,0.185,0.11374407582938388,0.21243523316062177,0.13725490196078433,0.1262135922330097,0.15422885572139303,0.17857142857142858,0.2849162011173184,0.13861386138613863,0.16161616161616163,0.13861386138613863,0.12745098039215685,0.13930348258706468,0.11707317073170732,0.15816326530612246,0.40372670807453415,0.16494845360824742,0.13131313131313133,0.12060301507537688,0.11,0.13846153846153847,0.11,0.27586206896551724,0.2111111111111111,0.3212121212121212,0.3151515151515151,0.11855670103092783,0.3584905660377358,0.08080808080808081,0.10362694300518134,0.2909090909090909,0.13297872340425532,0.1099476439790576,0.1276595744680851,0.09473684210526316,0.11290322580645161,0.07291666666666667,0.08421052631578947,0.05102040816326531,0.05102040816326531,0.11173184357541899,0.09944751381215469,0.10614525139664804,0.05319148936170213,0.1005586592178771,0.07103825136612021,0.24050632911392406,0.07865168539325842,0.25,0.19745222929936307,0.24503311258278146,0.24503311258278146
0.6894409937888198,0.9290780141843972,0.5310734463276836,0.43315508021390375,0.32019704433497537,0.5705882352941176,1.0,0.4032258064516129,0.3402061855670103,0.2560386473429952,0.28217821782178215,0.18604651162790697,0.16972477064220184,0.4682080924855491,0.5987261146496815,0.28717948717948716,0.22439024390243903,0.1643192488262911,0.4011299435028249,0.7342657342657343,0.1596244131455399,0.384180790960452,0.291005291005291,0.1650485436893204,0.12206572769953052,0.6713286713286714,0.25668449197860965,0.17587939698492464,0.15422885572139303,0.16080402010050251,0.15656565656565657,0.12254901960784313,0.10096153846153846,0.15151515151515152,0.31213872832369943,0.0861244019138756,0.1407035175879397,0.0861244019138756,0.0861244019138756,0.08653846153846154,0.135678391959799,0.13131313131313133,0.60431654676259,0.14948453608247422,0.08866995073891626,0.0945273631840796,0.1116751269035533,0.14659685863874344,0.1116751269035533,0.34355828220858897,0.21468926553672316,0.36075949367088606,0.41721854304635764,0.07,0.4791666666666667,0.06030150753768844,0.06598984771573604,0.39072847682119205,0.09947643979057591,0.05555555555555555,0.09424083769633508,0.06217616580310881,0.0967741935483871,0.06282722513089005,0.05181347150259067,0.030456852791878174,0.030456852791878174,0.05945945945945946,0.06521739130434782,0.1206896551724138,0.031746031746031744,0.08379888268156424,0.06629834254143646,0.3129251700680272,0.055865921787709494,0.3262411347517731,0.24161073825503357,0.2937062937062937,0.2937062937062937
0.35175879396984927,0.4540540540540541,0.5952380952380952,0.29901960784313725,0.358974358974359,0.3333333333333333,0.4032258064516129,1.0,0.18981481481481483,0.23557692307692307,0.4301675977653631,0.3695652173913043,0.2857142857142857,0.3072916666666667,0.3333333333333333,0.32620320855614976,0.3626373626373626,0.32432432432432434,0.26288659793814434,0.33879781420765026,0.3048128342245989,0.375,0.3027027027027027,0.29508196721311475,0.2896174863387978,0.30386740331491713,0.29608938547486036,0.14925373134328357,0.30857142857142855,0.18134715025906736,0.3696969696969697,0.18324607329842932,0.1414141414141414,0.14213197969543148,0.17894736842105263,0.16666666666666666,0.16062176165803108,0.16666666666666666,0.19148936170212766,0.16753926701570682,0.26704545454545453,0.1693121693121693,0.3333333333333333,0.13989637305699482,0.1595744680851064,0.19889502762430938,0.2631578947368421,0.2413793103448276,0.2631578947368421,0.17391304347826086,0.3006134969325153,0.1977401129943503,0.1787709497206704,0.17222222222222222,0.2138728323699422,0.14917127071823205,0.1694915254237288,0.13114754098360656,0.1896551724137931,0.14444444444444443,0.15083798882681565,0.16091954022988506,0.09239130434782608,0.14285714285714285,0.15606936416184972,0.14285714285714285,0.14285714285714285,0.04891304347826087,0.13529411764705881,0.1497005988023952,0.1497005988023952,0.1437125748502994,0.20253164556962025,0.1242603550295858,0.15527950310559005,0.10843373493975904,0.1165644171779141,0.12345679012345678,0.12345679012345678
0.28846153846153844,0.32673267326732675,0.21363636363636362,0.4426229508196721,0.22790697674418606,0.28292682926829266,0.3402061855670103,0.18981481481481483,1.0,0.2736318407960199,0.3010204081632653,0.16203703703703703,0.12556053811659193,0.2315270935960591,0.4444444444444444,0.30687830687830686,0.2107843137254902,0.1509433962264151,0.23232323232323232,0.46107784431137727,0.15165876777251186,0.205,0.23711340206185566,0.17412935323383086,0.1407766990291262,0.4873417721518987,0.21578947368421053,0.22994652406417113,0.14,0.21390374331550802,0.19680851063829788,0.11940298507462686,0.13636363636363635,0.19786096256684493,0.29651162790697677,0.09313725490196079,0.23204419889502761,0.09313725490196079,0.10396039603960396,0.09359605911330049,0.16230366492146597,0.1518324607329843,0.31137724550898205,0.2032967032967033,0.09595959595959595,0.09090909090909091,0.09137055837563451,0.10824742268041238,0.09137055837563451,0.3870967741935484,0.06565656565656566,0.4161073825503356,0.5107913669064749,0.08247422680412371,0.3933333333333333,0.078125,0.06735751295336788,0.410958904109589,0.05641025641025641,0.07894736842105263,0.10215053763440861,0.08064516129032258,0.30718954248366015,0.08152173913043478,0.05291005291005291,0.05291005291005291,0.05291005291005291,0.2549019607843137,0.0847457627118644,0.15757575757575756,0.032432432432432434,0.061452513966480445,0.016129032258064516,0.3597122302158273,0.027777777777777776,0.37593984962406013,0.32116788321167883,0.3609022556390977,0.3609022556390977
0.24651162790697675,0.2523364485981308,0.24766355140186916,0.31343283582089554,0.2692307692307692,0.22897196261682243,0.2560386473429952,0.23557692307692307,0.2736318407960199,1.0,0.31443298969072164,0.23039215686274508,0.1895734597156398,0.21359223300970873,0.22277227722772278,0.2931937172774869,0.31382978723404253,0.23232323232323232,0.18446601941747573,0.2079207920792079,0.17391304347826086,0.21105527638190955,0.2182741116751269,0.21025641025641026,0.18686868686868688,0.20512820512820512,0.24864864864864866,0.3772455089820359,0.2192513368983957,0.135,0.19047619047619047,0.15384615384615385,0.13636363636363635,0.16666666666666666,0.23204419889502761,0.115,0.4768211920529801,0.115,0.12626262626262627,0.11557788944723618,0.15025906735751296,0.12244897959183673,0.20994475138121546,0.14659685863874344,0.11855670103092783,0.1134020618556701,0.11979166666666667,0.23563218390804597,0.11979166666666667,0.1813186813186813,0.08762886597938144,0.22674418604651161,0.19318181818181818,0.10526315789473684,0.12972972972972974,0.09523809523809523,0.10752688172043011,0.1638418079096045,0.15083798882681565,0.16477272727272727,0.11413043478260869,0.08064516129032258,0.22699386503067484,0.08743169398907104,0.08152173913043478,0.09340659340659341,0.09340659340659341,0.17791411042944785,0.0847457627118644,0.09770114942528736,0.07909604519774012,0.14457831325301204,0.06179775280898876,0.08620689655172414,0.1144578313253012,0.08928571428571429,0.10365853658536585,0.10365853658536585,0.10365853658536585
