ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0016197,endosomal transport,31/209,294/18986,0.1054421768707483,9.578589330469029,15.639648845984746,1.3455832612562778e-21,2.5364244474680835e-18,2.22233698622221e-18,RAB10/VTI1B/ANKRD50/VPS29/TMEM87B/VTA1/STX16/CHMP4A/RAB21/CMTM6/ARL1/ITSN2/ALMS1/VPS11/SNX2/VPS37A/SNX6/ANKRD27/SNX9/ARL8B/ZDHHC2/HOOK1/CHMP4C/CHMP5/CHMP1B/RHOBTB3/MYO5B/EHD4/ANKFY1/SNX12/TMEM50A,31
GO:0006605,protein targeting,28/209,335/18986,0.08358208955223881,7.592772977219168,12.84413330037253,6.684879621914802e-17,4.712166512378039e-14,4.1286551768371584e-14,TIMM8B/TIMM17A/ZDHHC21/IMMP2L/SEC63/PEX1/LONP2/CHMP4A/SEC62/GDAP1/FIS1/TIMM23/DNAJC19/VPS11/SEC61A2/ZFAND6/SGTB/VPS37A/GOLPH3/VPS13A/RAB3IP/ZDHHC2/VPS13C/ZDHHC20/AP1M2/NUP54/SPCS3/RTP4,28
GO:0048193,Golgi vesicle transport,27/209,308/18986,0.08766233766233766,7.963431305536568,12.998666726473342,7.499469250469026e-17,4.712166512378039e-14,4.1286551768371584e-14,EXOC6B/TMED4/IER3IP1/RAB10/VTI1B/RANGRF/GOPC/TRAPPC1/KIF13A/STXBP5L/TMED10/SYS1/BCAP29/BBS1/SNX2/GOLPH3/VPS13A/ERGIC1/ARL8B/RAB3IP/VPS13C/EXOC8/EXOC6/ANKFY1/SNX12/SURF4/ERGIC2,27
GO:0072594,establishment of protein localization to organelle,31/209,462/18986,0.0670995670995671,6.095465937571201,11.697763722637333,6.345883310117065e-16,2.990497509892667e-13,2.6201818193614934e-13,TIMM8B/RAB10/TIMM17A/IMMP2L/KPNA5/SEC63/FAM53C/BAG3/PEX1/LONP2/CHMP4A/SEC62/KPNA4/GDAP1/FIS1/TIMM23/NUP188/DNAJC19/VPS11/SEC61A2/ZFAND6/SGTB/VPS37A/GOLPH3/VPS13A/VPS13C/COX18/NUP155/NUP54/TXNIP/SPCS3,31
GO:0098876,vesicle-mediated transport to the plasma membrane,19/209,157/18986,0.12101910828025478,10.993630573248408,13.265536848595563,1.0006908656026136e-14,3.772604563321853e-12,3.3054399329063176e-12,EXOC6B/RAB10/ANKRD50/VPS29/GOPC/STX16/KIF13A/STXBP5L/SYS1/BBS1/CMTM6/ANKRD27/GOLPH3/RAB3IP/ZDHHC2/EXOC8/EXOC6/EHD4/SNX12,19
GO:0016050,vesicle organization,26/209,386/18986,0.06735751295336788,6.118898281974366,10.719610874849025,1.546424153118898e-13,4.858349214381871e-11,4.256735958322019e-11,VTI1B/VTA1/TRAPPC1/STX16/KIF13A/TMED10/CHMP4A/SNX10/TBC1D4/VAMP8/VPS11/VPS37A/ANKRD27/GOLPH3/ARL8B/HOOK1/CHMP4C/CHMP5/HPS6/CHMP1B/ZDHHC20/RAB27A/EXOC8/STX7/ANKFY1/SURF4,26
GO:0006892,post-Golgi vesicle-mediated transport,15/209,111/18986,0.13513513513513514,12.275960170697013,12.570046465604246,1.3684311453690656e-12,3.6849895843152694e-10,3.2286743865925775e-10,EXOC6B/RAB10/VTI1B/GOPC/KIF13A/STXBP5L/SYS1/BBS1/GOLPH3/VPS13A/RAB3IP/VPS13C/EXOC8/EXOC6/ANKFY1,15
GO:0007034,vacuolar transport,17/209,173/18986,0.09826589595375723,8.926680864009736,11.049706381948628,8.186248072656997e-12,1.928884702119805e-09,1.690029371841951e-09,VTI1B/TMEM106B/VTA1/KIF13A/CHMP4A/VPS11/VPS37A/VPS13A/ARL8B/SLC30A4/HOOK1/CHMP4C/CHMP5/CHMP1B/VPS13C/ANKFY1/TMEM50A,17
GO:0016482,cytosolic transport,15/209,142/18986,0.1056338028169014,9.595997034840623,10.847239322011317,5.1073526658476485e-11,1.0697066416803131e-08,9.372440155222175e-09,VTI1B/VPS29/TMEM87B/STX16/SYS1/ARL1/SNX2/SNX6/VPS13A/ARL8B/KIF1B/RHOBTB3/VPS13C/ANKFY1/SNX12,15
GO:0006893,Golgi to plasma membrane transport,11/209,66/18986,0.16666666666666666,15.140350877192981,12.140509930406555,1.3977779106765257e-10,2.634811361625251e-08,2.308540570369967e-08,EXOC6B/RAB10/GOPC/KIF13A/STXBP5L/SYS1/BBS1/GOLPH3/RAB3IP/EXOC8/EXOC6,11
