116,18,9,21,21,21,18,23,27,2,33,8,18,18,9,18,18,22,19,94,91,0,56,18,66,11,76,14,5,19,81,10,29,18,20,2,5,5,31,3,56,21,73,12,86,18,84,51,28,79,18,16,21,70,21,64,48,22,15,3,18,10,22,16,12,19,34,12,32,102,3,9,18,18,18,20,18,76,10,15,18,19,18,1,18,18,20,18,87,5,14,17,28,65,15,27,11,3,22,5,21,0,69,76,36,18,14,20,18,28,22,30,0,17,18,40,1,2,82,18,29,18,19,20,39,22,6,21,18,18,1,29,21,5,2,18,21,18,21,25,8,22,10,90,57,18,18,18,18,41,18,21,24,18,18,52,9,0,11,33,16,25,18,93,26,36,9,37,84,19,3,18,36,24,18,65,0,5,91,31,5,20,5,25,43,75,19,31,26,74,5,5,22,0,27,2,30,5,69,23,58,74,18,21,69,12,57,5,89,39,78,38,29,39,20,6,5,18,47,29,21,26,86,75,13,5,24,1,21,28,65,16,21,6,8,87,58,5,5,11,26,88,22,18,51,10,72,5,57,25,27,23,90,20,6,39,32,80,88,19,31,5,14,84,90,87,84,55,21,11,1,55,48,3,64,35,24,42,78,6,20,13,92,86,76,88,36,30,11,37,82,23,92,5,78,41,88,6,19,48,28,8,5,23,47,81,19,18,38,17,15,40,78,32,26,20,11,18,63,18,19,52,5,38,27,33,63,80,70,71,95,87,64,32,32,22,67,20,5,23,25,84,21,27,5,21,53,5,5,5,5,23,5,6,39,37,31,7,5,22,5,10,18,87,5,85,18,5,1,18,40,22,42,18,19,59,18,18,28,17,18,49,85,14,27,16,84,3,73,5,22,27,44,66,23,7,18,68,27,34,19,3,0,62,68,69,54,26,6,17,86,68,89,26,85,6,77,61,26,5,86,27,5,5,65,26,18,1,6,26,14,9,21,14,5,26,19,65,28,23,89,59,11,30,18,18,8,32,23,18,23,12,18,35,3,18,29,33,84,22,28,6,10,27,79,1,25,19,88,10,32,27,5,18,5,23,10,68,94,20,48,75,55,23,21,71,85,26,12,39,71,88,67,18,91,1,21,16,27,87
18,116,33,25,76,59,76,71,37,12,38,91,75,76,35,76,46,35,62,17,0,26,10,76,58,40,38,66,3,72,8,96,2,105,71,32,3,24,53,26,5,72,29,57,34,76,1,6,47,40,75,43,73,11,73,6,9,71,58,49,74,34,71,47,65,67,35,49,64,21,23,60,73,73,75,66,73,3,75,6,76,73,76,37,76,76,70,73,35,23,41,74,36,59,25,57,18,28,59,25,53,9,55,48,49,75,59,71,68,58,61,17,12,46,73,51,76,22,2,70,13,76,41,70,20,71,30,73,76,66,57,59,73,4,42,76,73,76,72,15,62,73,54,31,27,72,74,76,72,43,75,64,62,76,76,49,57,13,55,41,45,61,76,3,2,22,84,57,3,73,38,73,56,9,76,58,25,10,14,26,4,63,19,1,37,38,3,8,2,43,17,4,71,19,27,58,8,3,58,3,13,26,19,2,52,35,0,32,0,29,18,12,46,45,3,15,18,73,4,2,72,2,39,44,14,10,22,41,73,2,59,84,2,18,34,1,7,16,3,24,2,36,71,107,19,22,0,4,0,29,3,30,8,26,23,2,14,41,4,74,53,23,37,31,7,0,8,27,73,39,50,10,6,33,0,17,36,5,3,9,66,33,3,28,24,36,41,2,25,10,0,41,27,4,43,45,30,9,75,2,7,58,23,7,7,44,70,74,2,38,56,17,2,47,2,7,8,73,2,74,2,36,3,40,84,26,0,0,0,54,8,1,24,71,24,2,2,6,3,2,26,0,2,57,26,30,42,24,24,31,3,69,25,48,18,40,0,44,9,37,24,48,72,19,3,22,75,10,54,73,51,71,14,36,41,7,76,75,61,6,72,8,10,40,25,74,5,54,6,26,73,2,4,18,37,47,76,59,34,29,65,31,31,20,56,53,20,45,12,33,0,5,0,2,4,21,3,24,2,23,0,58,33,37,0,66,74,52,20,37,40,31,72,41,4,2,71,4,58,66,6,26,27,64,72,76,63,49,70,72,3,33,65,37,32,76,28,45,13,72,37,16,21,1,36,34,42,36,0,37,92,93,18,75,18,62,18,12,8,21,4,2,6,23,3,0,0,2,45,60,9,3,3,48,34,34,26,19,3,35
9,33,116,6,25,31,22,23,39,48,7,55,22,22,48,22,73,19,36,17,12,5,23,22,13,45,8,31,1,24,7,44,0,37,25,39,1,10,20,11,45,22,15,45,13,22,20,56,21,11,23,78,25,23,22,33,54,22,40,59,23,50,22,22,45,31,35,39,32,8,9,49,25,28,22,31,24,21,22,19,22,24,22,54,22,22,27,22,1,9,17,60,28,15,64,44,3,14,28,9,20,0,15,22,21,22,47,29,29,29,29,31,7,24,17,18,65,63,22,22,39,22,27,25,13,22,39,22,22,8,91,20,22,0,50,22,22,22,22,0,70,23,60,12,54,24,20,22,22,10,23,22,36,22,22,34,60,6,30,20,80,36,22,8,0,71,64,22,12,20,71,22,12,19,22,15,5,14,22,74,0,34,3,1,46,6,4,62,0,30,3,0,22,1,18,50,15,1,18,0,58,8,55,0,20,29,52,39,12,36,33,47,21,25,4,8,4,22,8,7,22,0,8,28,26,10,4,76,24,7,15,12,0,3,38,8,48,7,1,40,0,2,22,39,14,46,28,0,52,39,0,47,4,61,8,0,29,0,4,22,20,8,71,15,15,18,0,33,22,42,97,60,58,21,34,37,35,24,17,18,29,50,9,19,25,9,14,0,85,74,16,38,9,0,5,9,9,6,22,5,5,20,9,12,18,3,26,20,0,44,42,7,18,25,0,4,10,22,14,20,0,42,5,26,20,4,46,16,39,16,9,13,24,26,49,0,14,3,1,8,65,12,0,27,83,45,36,18,19,81,9,25,9,60,15,9,0,36,11,40,10,38,22,30,1,25,22,18,94,22,15,22,36,60,1,61,22,23,22,7,22,43,1,8,31,28,20,86,24,12,23,17,33,16,37,27,22,18,30,54,31,34,62,40,17,19,37,22,21,31,11,0,12,0,22,6,22,34,0,9,15,39,61,68,36,25,20,58,5,40,51,19,22,13,0,0,27,25,30,22,7,25,90,22,22,22,53,0,22,26,4,71,30,44,20,22,29,32,2,22,9,13,76,23,12,68,35,55,11,38,37,50,4,22,6,31,3,24,8,56,16,16,54,36,0,30,18,0,66,25,40,7,32,17,8,48,50,49,0,11
21,25,6,116,59,67,62,66,74,29,96,27,62,62,11,62,37,0,59,21,34,54,0,62,9,65,12,63,20,64,28,22,0,32,64,19,19,0,83,0,0,66,32,55,6,62,26,9,32,13,62,34,62,13,67,28,4,67,59,0,63,30,67,91,50,59,65,63,23,21,2,53,62,59,63,60,63,22,39,21,62,65,62,33,62,62,60,62,20,0,42,31,51,12,31,56,1,0,70,0,28,31,16,6,78,62,51,60,43,70,63,73,21,90,60,62,24,24,23,62,39,62,85,62,89,67,58,67,62,68,15,80,65,19,17,62,65,62,66,3,26,58,41,11,0,62,62,62,62,65,62,68,59,62,62,11,42,20,54,71,34,58,62,35,0,7,29,71,22,61,20,62,62,96,62,13,57,7,9,6,21,60,0,3,19,6,0,0,0,3,5,21,67,40,95,21,10,19,10,0,0,3,49,0,7,61,7,0,32,30,0,28,55,53,2,3,3,62,0,3,68,0,9,3,10,11,100,17,59,21,12,45,0,4,26,24,4,30,19,0,0,18,67,32,32,26,33,19,0,71,1,43,38,15,1,0,23,11,40,64,83,0,19,7,26,24,40,48,65,32,0,2,7,14,28,65,50,0,39,3,62,35,32,3,3,6,71,4,12,9,33,40,11,19,12,80,14,16,63,28,6,23,0,4,52,9,62,62,9,38,56,17,26,59,0,0,0,62,0,62,2,8,15,60,40,11,15,30,8,6,29,37,34,49,38,0,4,0,19,0,20,34,0,62,19,43,3,0,17,25,11,62,0,17,86,88,0,20,8,46,0,40,63,7,19,3,63,3,12,62,58,67,34,18,42,0,62,62,77,1,63,0,35,57,68,57,25,0,19,0,58,8,49,39,50,20,62,9,53,27,64,0,14,3,9,6,39,83,1,53,31,24,32,0,19,3,18,3,0,0,32,56,19,22,20,69,62,52,1,67,37,63,66,31,19,0,62,9,68,72,32,36,15,68,62,62,47,82,68,62,1,21,65,45,14,62,53,76,35,66,99,10,22,3,9,14,49,32,32,20,8,28,0,62,3,63,0,6,27,36,1,4,7,33,0,6,29,0,19,25,11,37,17,42,8,14,39,41,1,6
21,76,25,59,116,96,113,108,77,12,75,62,112,113,5,113,34,29,99,20,3,59,1,113,56,65,38,103,24,109,8,63,2,81,108,33,23,0,88,0,6,109,29,80,37,113,4,3,14,43,112,59,111,10,108,3,0,108,95,18,111,3,108,84,86,104,63,86,30,24,0,85,110,106,112,103,110,6,50,0,113,108,113,22,113,113,107,110,35,0,72,60,12,59,2,97,0,0,96,1,60,32,55,51,86,112,84,104,91,95,47,54,23,83,106,88,47,31,5,107,3,113,78,104,54,108,42,108,113,78,40,94,110,22,8,113,110,113,109,14,36,113,71,34,30,109,111,113,109,76,112,101,99,113,113,43,74,21,88,77,61,98,113,6,0,3,67,94,6,110,0,110,93,46,113,58,58,8,17,3,20,100,3,0,19,39,0,3,0,46,1,20,108,44,64,18,4,23,61,0,10,27,10,0,55,43,3,0,3,3,21,3,82,28,0,0,7,110,5,1,107,0,42,47,0,12,45,3,113,0,59,57,0,5,0,4,2,34,23,2,0,36,108,83,7,32,3,22,3,58,0,6,11,3,0,0,9,41,4,111,88,0,1,28,10,3,8,60,110,5,20,10,3,0,3,50,0,3,6,0,103,0,6,31,25,39,77,0,3,3,3,3,30,22,43,82,33,15,112,1,6,29,0,5,1,47,107,111,0,0,93,11,5,84,0,0,0,110,3,111,0,11,19,77,63,25,3,3,3,57,11,4,1,59,3,0,3,0,23,0,3,3,0,78,0,1,41,0,0,5,15,106,1,11,55,77,0,12,10,0,0,21,109,22,23,25,112,4,37,110,91,108,3,10,65,10,113,112,98,0,109,3,10,73,54,95,8,25,7,0,113,0,3,18,0,13,113,62,5,0,102,0,0,14,59,56,6,82,0,57,3,1,3,0,7,0,6,19,0,0,3,98,1,0,3,103,111,77,0,58,2,62,109,64,22,0,108,5,95,103,9,0,3,101,109,113,80,73,107,109,0,1,102,12,0,113,54,80,13,109,74,0,1,3,36,30,8,6,3,3,58,74,2,112,0,99,0,15,11,3,5,5,3,37,0,3,3,0,10,73,12,6,6,79,37,0,0,6,0,38
21,59,31,67,96,116,99,103,80,16,80,63,99,99,2,99,40,19,100,28,7,62,4,99,40,75,27,105,24,101,19,47,0,65,100,34,23,0,97,0,9,103,34,85,19,99,12,9,13,30,99,65,95,5,100,6,9,103,101,18,100,1,103,91,89,104,58,103,21,20,0,98,101,96,100,105,100,1,35,0,99,98,99,31,99,99,103,99,28,0,75,71,15,45,15,91,0,0,111,1,55,28,48,33,96,99,92,97,78,107,58,72,23,91,94,87,57,43,14,99,10,99,92,97,54,103,52,100,99,68,50,93,102,22,6,99,102,99,103,0,49,93,82,14,26,99,97,99,99,75,99,103,97,99,99,45,87,21,91,67,67,98,99,10,0,9,67,99,6,96,9,99,79,57,99,46,58,8,18,5,20,105,3,0,19,20,0,9,0,35,1,20,104,44,75,21,0,23,42,0,16,14,24,0,37,36,9,0,7,11,16,5,68,36,0,0,7,99,0,0,101,0,22,36,0,12,54,12,94,6,45,45,0,5,0,7,9,34,23,5,0,28,103,67,5,39,9,22,9,73,0,9,15,9,0,0,5,31,15,100,97,0,5,14,13,12,19,53,102,3,29,16,9,0,2,60,7,0,10,0,105,6,10,23,15,19,80,0,9,9,7,5,14,22,33,88,15,15,99,7,0,12,0,1,10,27,101,97,1,7,105,4,5,88,0,0,0,99,0,97,0,14,19,78,43,14,12,8,8,37,11,10,7,42,10,0,0,0,23,5,5,7,0,91,9,6,30,0,0,14,15,92,1,11,65,82,0,4,10,13,0,21,100,19,23,21,100,4,47,99,74,103,20,17,57,16,99,99,102,0,100,4,18,76,72,93,16,32,11,0,93,1,9,29,7,5,99,42,12,6,105,0,4,26,41,37,11,89,0,52,8,8,8,0,8,0,1,9,0,0,7,92,8,9,8,106,97,88,0,69,15,69,103,61,22,0,101,0,105,106,7,9,9,98,99,99,83,71,104,100,0,5,100,29,0,99,54,95,22,102,84,0,9,5,36,42,17,11,7,0,41,63,2,99,0,94,0,0,10,1,1,0,9,37,0,4,12,0,12,56,9,10,4,75,17,4,11,6,0,18
18,76,22,62,113,99,116,111,74,12,78,63,115,116,2,116,31,29,102,17,0,62,0,116,57,68,41,106,24,112,11,63,2,82,111,33,23,0,91,0,3,112,32,83,34,116,1,0,14,40,115,56,108,7,111,0,0,111,98,17,114,3,111,87,89,107,60,89,30,21,0,88,113,109,115,106,113,3,48,0,116,111,116,22,116,116,110,113,38,0,75,61,12,62,0,94,0,0,99,1,58,32,58,48,89,115,87,107,94,98,48,57,23,86,109,91,48,34,2,110,0,116,81,107,51,111,44,111,116,80,41,97,113,22,8,116,113,116,112,14,37,110,74,31,27,112,114,116,112,79,115,104,102,116,116,46,77,21,91,74,58,101,116,3,0,0,68,97,3,113,0,113,96,49,116,61,61,8,14,0,20,103,3,0,20,36,0,0,0,43,1,20,111,44,67,18,1,23,58,0,7,24,11,0,52,45,0,0,0,2,18,0,79,29,0,0,7,113,2,1,110,0,39,44,0,12,47,3,110,0,62,57,0,5,0,1,0,34,23,2,0,39,111,84,7,35,0,22,0,61,0,3,8,0,0,0,6,44,7,114,91,0,0,25,7,0,11,57,113,5,20,7,0,0,0,47,0,0,3,0,106,0,3,28,22,36,80,0,0,0,0,3,27,22,46,85,30,15,115,1,6,29,0,5,3,44,110,114,0,0,96,11,2,87,0,0,0,113,0,114,0,10,19,80,60,25,0,0,0,54,8,1,0,56,0,0,0,0,23,0,0,0,0,81,0,0,40,0,0,5,15,109,1,11,58,80,0,12,10,0,0,21,112,19,23,22,115,4,38,113,88,111,5,8,65,7,116,115,101,0,112,0,13,76,57,98,5,25,4,0,110,0,0,21,0,13,116,59,5,0,105,0,0,17,56,53,3,85,0,54,0,2,0,0,4,0,3,16,0,0,0,95,1,0,0,106,114,80,0,61,2,65,112,64,22,0,111,2,98,106,6,1,0,104,112,116,83,75,110,112,0,0,105,13,0,116,57,83,16,112,77,0,1,0,39,32,8,4,0,3,58,71,2,115,0,102,0,12,8,0,2,2,0,34,0,0,0,0,9,70,9,3,3,82,34,0,0,6,0,35
23,71,23,66,108,103,111,116,78,13,82,63,111,111,2,111,32,25,103,21,5,62,1,111,52,73,40,105,24,112,16,59,1,77,110,33,23,0,95,0,1,114,35,82,29,111,6,1,14,41,111,57,104,7,112,3,1,113,99,17,111,0,113,91,89,107,63,93,30,25,0,88,109,107,111,107,111,0,45,0,111,110,111,23,111,111,107,111,41,0,75,61,14,57,4,94,0,0,104,1,58,31,59,43,94,111,88,108,90,102,52,61,23,91,105,94,49,34,7,110,4,111,86,106,53,113,46,112,111,79,42,101,114,22,3,111,114,111,114,9,39,105,74,26,24,111,109,111,111,82,111,100,102,111,111,46,77,21,91,74,59,101,111,8,0,1,66,100,1,108,1,111,91,53,111,57,61,8,14,1,20,105,3,0,17,32,0,1,0,40,1,20,115,44,71,15,0,23,53,0,8,21,16,0,48,42,1,0,5,5,18,2,78,34,0,0,7,111,2,0,112,0,34,41,0,12,52,4,106,3,57,52,0,5,0,4,1,34,23,1,0,40,113,79,5,35,4,22,1,63,0,5,13,1,0,0,6,40,11,110,95,0,1,22,11,5,15,59,114,1,21,8,1,0,1,50,5,0,8,0,107,3,8,25,20,31,81,0,1,1,5,1,25,22,43,88,26,15,110,4,5,24,0,2,8,39,110,109,1,4,97,7,5,88,0,0,0,111,0,109,0,11,19,81,55,24,2,4,1,49,13,6,5,51,4,0,0,0,23,1,1,5,0,84,1,4,39,0,0,6,15,104,1,8,63,83,0,8,10,4,0,21,111,20,23,20,111,4,39,111,86,113,9,9,65,8,111,111,105,0,111,0,18,76,61,96,9,26,5,0,105,0,5,25,5,12,111,54,10,2,105,0,0,18,51,49,7,89,0,55,4,5,4,0,7,0,2,12,0,0,5,95,2,1,3,110,109,80,0,65,4,65,114,64,22,0,110,2,102,108,4,5,1,107,111,111,84,76,114,110,0,1,105,18,0,111,58,88,20,113,81,0,1,1,40,32,13,7,4,1,53,68,2,111,0,100,0,11,12,2,2,2,1,35,0,1,5,0,7,68,10,7,0,82,29,1,5,7,0,30
27,37,39,74,77,80,74,78,116,18,71,43,74,74,9,74,41,15,80,24,36,53,11,74,17,75,5,71,24,74,31,36,0,42,75,30,23,0,78,0,16,76,45,63,12,74,38,26,27,10,75,66,75,33,74,25,10,77,72,17,74,3,77,93,75,80,85,83,7,23,0,72,76,70,74,79,74,23,30,4,74,72,74,31,74,74,80,74,13,0,50,61,33,20,21,88,0,0,81,1,35,28,23,27,83,74,70,71,54,87,43,88,23,95,69,72,44,36,40,74,38,74,100,73,76,77,41,74,74,48,37,77,76,22,4,74,76,74,76,4,49,74,62,19,30,74,72,74,74,69,75,74,85,74,74,21,63,21,71,67,68,84,74,33,0,24,44,88,33,71,6,74,64,68,74,20,53,8,28,17,20,79,3,0,6,7,0,17,0,29,1,20,77,44,95,9,8,23,24,0,17,12,34,0,20,30,24,3,36,29,21,28,65,47,0,0,7,74,10,0,74,0,13,29,4,12,74,11,76,22,20,25,0,5,3,32,12,34,23,6,0,16,77,44,18,29,35,22,17,69,0,28,30,28,0,0,30,5,30,75,78,0,15,17,43,36,26,57,76,10,24,17,24,0,24,82,26,11,33,0,79,7,34,17,17,14,55,4,17,26,37,16,18,22,7,69,19,15,75,25,0,10,0,3,27,8,77,72,6,15,75,2,32,67,0,0,0,74,8,72,0,17,19,71,34,4,30,36,25,22,39,39,34,42,31,0,12,0,23,5,17,36,0,71,7,25,23,0,0,15,15,77,1,8,88,75,0,8,10,24,0,24,74,20,23,16,74,4,36,74,66,77,23,10,47,17,74,75,83,0,74,12,29,53,82,63,38,19,35,0,74,5,35,42,26,4,74,23,28,21,77,0,1,11,21,21,33,99,0,60,35,24,36,0,40,0,25,11,0,0,36,86,6,8,28,84,72,73,0,75,27,51,76,41,22,0,76,23,87,78,30,32,17,82,74,74,62,65,78,75,0,15,76,44,0,74,40,86,30,77,67,0,8,14,13,33,23,17,35,3,19,54,2,74,0,77,0,16,36,24,13,17,24,36,0,17,40,0,21,40,13,32,22,54,16,6,23,13,0,12
2,12,48,29,12,16,12,13,18,116,29,10,12,12,74,12,37,22,22,8,1,31,24,12,1,32,2,13,35,12,1,25,27,5,12,17,34,35,12,34,17,12,0,14,0,12,1,24,7,1,13,32,13,7,12,21,36,12,15,24,12,56,12,12,24,18,22,28,34,0,29,23,14,8,12,17,12,2,33,70,12,12,12,55,12,12,17,14,1,33,21,8,33,0,77,22,28,35,17,34,30,43,0,1,13,12,20,8,17,18,25,22,43,14,13,16,20,43,7,15,27,12,17,10,21,12,71,12,12,46,39,12,12,35,69,12,12,12,12,20,23,13,34,1,16,12,12,12,14,14,13,12,18,12,12,8,31,43,15,27,32,19,12,2,27,29,15,12,5,13,68,14,12,41,12,0,31,49,4,34,35,17,28,33,28,0,28,30,27,4,33,35,12,39,29,56,50,34,0,28,24,6,50,27,0,47,18,38,1,38,8,13,14,7,28,32,27,14,22,41,12,27,0,5,52,37,37,65,13,15,0,30,27,28,69,6,28,34,34,38,27,0,12,5,48,33,13,35,20,39,28,42,1,17,33,23,32,0,0,12,12,33,55,11,6,1,0,17,12,58,56,26,24,63,8,12,51,23,7,39,16,58,2,5,2,0,13,27,56,30,2,53,9,35,0,12,0,41,12,23,36,49,34,21,46,0,17,12,25,60,18,56,0,20,27,32,33,14,15,12,27,10,30,23,21,22,18,0,10,1,1,3,7,3,52,27,15,31,34,33,45,1,27,20,77,41,9,43,71,67,42,12,34,64,13,29,27,59,33,51,35,46,14,8,34,10,12,45,39,14,18,12,57,56,27,30,12,13,12,31,14,21,1,24,26,21,8,53,4,35,13,43,49,0,51,59,12,0,43,27,15,40,76,16,0,2,17,12,42,48,0,9,0,27,5,31,1,17,27,34,2,20,61,65,8,15,12,31,30,26,59,42,12,29,35,27,14,7,20,12,1,5,68,12,14,12,31,37,12,13,28,59,15,22,63,12,22,19,0,12,30,49,67,40,6,43,50,63,0,72,15,9,29,12,36,12,28,4,1,39,18,12,24,57,28,12,5,27,49,9,14,1,4,14,1,90,59,65,28,1
